region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,wpt_gps,wpt_image,numbertaps
Morogoro,Morogoro,Mvuha,Lukulunge,Kwa_Mzee_Simulizi_05023043031WP32,NA,Kwa_Mzee_Simulizi_05023043031WP32,05023043031WP32,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,NA,Holand 1982,NA,-7.219306778247263 37.87865352938187 89.90559156685588 4.0,http://classic.ona.io/api/v1/files/2382670?filename=pbrtz/attachments/1474296128314.jpg,1
Morogoro,Morogoro,Mvuha,Mvuha,Mvuha_Sekondari_05023043031WP51,NA,Mvuha_Sekondari_05023043031WP51,05023043031WP51,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mvuha/Dalla_Water_Supply,World bank,NA,-7.206044327591131 37.87212134507097 93.17136583464422 4.0,http://classic.ona.io/api/v1/files/2382698?filename=pbrtz/attachments/1474297502614.jpg,1
Morogoro,Morogoro,Mvuha,Mvuha,Zahanati_05023043031WP52,NA,Zahanati_05023043031WP52,05023043031WP52,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mvuha/Dalla_Water_Supply,World bank,NA,-7.201578385415345 37.86417927135809 100.64999022407044 4.0,http://classic.ona.io/api/v1/files/2382701?filename=pbrtz/attachments/1474297892253.jpg,1
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kimelo darajani,Kimelo darajani,NA,handpump_borehole,NA,Not_functional,1 2,NA,NA,NA,NA,NA,NA,NA,NA,KEA,NA,-7.20033365416717 37.86105129806562 115.0443678582959 4.0,http://classic.ona.io/api/v1/files/2382693?filename=pbrtz/attachments/1474298276716.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Mvuha shule ya msingi,Mvuha shule ya msingi,NA,handpump_ringwell,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,KEA,NA,-7.198127583108327 37.85533158442313 106.56691779835047 4.0,http://classic.ona.io/api/v1/files/2382694?filename=pbrtz/attachments/1474299289319.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kwa kawesa,Kwa kawesa,NA,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,KEA,NA,-7.185774102464428 37.85641843330565 104.07661231190973 4.0,http://classic.ona.io/api/v1/files/2382692?filename=pbrtz/attachments/1474344761807.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kwa kawesa,Kwa kawesa,NA,handpump_ringwell,NA,Not_functional,6,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.185814800363229 37.85644965208694 111.89739566821675 4.0,http://classic.ona.io/api/v1/files/2382696?filename=pbrtz/attachments/1474345044879.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Misufini,Misufini,NA,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.191341393596347 37.847439236877 100.4346734995725 4.0,http://classic.ona.io/api/v1/files/2382731?filename=pbrtz/attachments/1474346185653.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kanisani katoliki,Kanisani katoliki,NA,communal_standpipe,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Mission,NA,-7.18906557283102 37.85174483792603 108.12906776140485 4.0,http://classic.ona.io/api/v1/files/2382728?filename=pbrtz/attachments/1474346792282.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,Shule_Ya_Msingi_Mvuha_05023043031WP53,NA,Shule_Ya_Msingi_Mvuha_05023043031WP53,05023043031WP53,communal_standpipe,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,Mvuha/Dalla_Water_Supply,World bank,NA,-7.197675510512926 37.85444226933638 101.15875421586637 4.0,http://classic.ona.io/api/v1/files/2382726?filename=pbrtz/attachments/1474347557798.jpg,1
Morogoro,Morogoro,Mvuha,Mvuha,NA,Sokoni,Sokoni,NA,handpump_ringwell,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,KEA,NA,-7.197712805802972 37.85308784759123 106.38273005347921 4.0,http://classic.ona.io/api/v1/files/2382729?filename=pbrtz/attachments/1474348212060.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,Sokoni_05023043031WP54,NA,Sokoni_05023043031WP54,05023043031WP54,communal_standpipe,NA,Not_functional,10 7,NA,Not_functional,NA,NA,NA,NA,NA,Mvuha/Dalla_Water_Supply,World bank,Because the scheme started fromDala to Mvuha,-7.197233675147167 37.85312063405114 91.46768567353857 4.0,http://classic.ona.io/api/v1/files/2382733?filename=pbrtz/attachments/1474348610760.jpg,1
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kwa Rehema Jongo,Kwa Rehema Jongo,NA,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.19734318964318 37.8520660079772 111.79690752293202 4.0,http://classic.ona.io/api/v1/files/2382749?filename=pbrtz/attachments/1474349120084.jpg,NA
Morogoro,Morogoro,Mvuha,Mvuha,NA,Kwa mzee mtemang'ande,Kwa mzee mtemang'ande,NA,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.200442490831109 37.84373662815346 103.8840577341297 4.0,http://classic.ona.io/api/v1/files/2382748?filename=pbrtz/attachments/1474350577918.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa makoa,Kwa makoa,NA,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.1089539931475345 37.87205387859693 120.82133191782492 4.0,http://classic.ona.io/api/v1/files/2382768?filename=pbrtz/attachments/1474357225027.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa Amina Sabuni,Kwa Amina Sabuni,NA,handpump_borehole,NA,Not_functional,1 6,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.113242170889609 37.86485805514686 133.3052614217512 4.0,http://classic.ona.io/api/v1/files/2382776?filename=pbrtz/attachments/1474358274216.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa Joachim mponda,Kwa Joachim mponda,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village scheme,NA,-7.114366631447374 37.86364987054885 137.88207524242824 4.0,http://classic.ona.io/api/v1/files/2382770?filename=pbrtz/attachments/1474358716420.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Shule ya msingi msonge,Shule ya msingi msonge,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILLAGE scheme,NA,-7.117152604531025 37.86110994107346 165.87973727803484 4.0,http://classic.ona.io/api/v1/files/2382774?filename=pbrtz/attachments/1474359158854.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa Dilawa,Kwa Dilawa,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village scheme,NA,-7.11815744297796 37.85994045748189 163.8555097874211 4.0,http://classic.ona.io/api/v1/files/2382781?filename=pbrtz/attachments/1474359516659.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Shuleni,Shuleni,NA,handpump_borehole,NA,Not_functional,6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.118414405800532 37.860859705354876 154.60584554334469 4.0,http://classic.ona.io/api/v1/files/2382784?filename=pbrtz/attachments/1474360009377.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa Mkenza,Kwa Mkenza,NA,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.1270424335588975 37.85326374220714 151.93935698666985 4.0,http://classic.ona.io/api/v1/files/2382786?filename=pbrtz/attachments/1474360880883.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa mzee ngoma,Kwa mzee ngoma,NA,handpump_borehole,NA,Not_functional,1 6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.126776936747055 37.852887734226705 149.8643642613869 4.0,http://classic.ona.io/api/v1/files/2382787?filename=pbrtz/attachments/1474361149211.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa ngoma,Kwa ngoma,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.126295923764979 37.8525726485705 161.4979925375226 4.0,http://classic.ona.io/api/v1/files/2382795?filename=pbrtz/attachments/1474361443559.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Ofisi ya kijiji,Ofisi ya kijiji,NA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.127986824337152 37.8517094866354 153.78789390164866 4.0,http://classic.ona.io/api/v1/files/2382798?filename=pbrtz/attachments/1474362134371.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa Nguya,Kwa Nguya,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.129281291242629 37.85102132633855 163.70763382455866 4.0,http://classic.ona.io/api/v1/files/2382797?filename=pbrtz/attachments/1474362768607.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kanisani,Kanisani,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.133146837673768 37.849859709385804 176.05852595673204 4.0,http://classic.ona.io/api/v1/files/2382799?filename=pbrtz/attachments/1474363354619.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa mzumali,Kwa mzumali,NA,handpump_borehole,NA,Not_functional,1 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.134417512041781 37.85035828256799 166.27720903789765 4.0,http://classic.ona.io/api/v1/files/2382823?filename=pbrtz/attachments/1474363928937.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa selestina,Kwa selestina,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.140466668127794 37.84863560565149 162.36790717850107 4.0,http://classic.ona.io/api/v1/files/2382821?filename=pbrtz/attachments/1474364669533.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,Kwa kibwana kalungwana,Kwa kibwana kalungwana,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.143023853179207 37.848899903950574 151.5976567368483 4.0,http://classic.ona.io/api/v1/files/2382816?filename=pbrtz/attachments/1474365038960.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,See msonge2,See msonge2,NA,handpump_ringwell,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,http://classic.ona.io/api/v1/files/2382818?filename=pbrtz/attachments/1474370422803.jpg,NA
Morogoro,Morogoro,Mvuha,Msonge,NA,See as well msonge 2,See as well msonge 2,NA,handpump_ringwell,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,http://classic.ona.io/api/v1/files/2382822?filename=pbrtz/attachments/1474370469808.jpg,NA
Dodoma,Kondoa,Soera,Bukulu,Mnadani_01013014281WP04,NA,Mnadani_01013014281WP04,01013014281WP04,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Buku,Tasaf,Misreporting,-4.5852085387258725 35.74595920014251 1520.261303289872 4.0,http://classic.ona.io/api/v1/files/2383992?filename=pbrtz/attachments/1474368501986.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Bukulu_B_01013014281WP01,NA,Bukulu_B_01013014281WP01,01013014281WP01,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,NA,never_functional,NA,NA,NA,Buku,Tasaf,Misreporting,-4.597251658789867 35.75257683821165 1527.658518020988 4.0,http://classic.ona.io/api/v1/files/2383993?filename=pbrtz/attachments/1474369248611.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Msikitini_01013014281WP02,NA,Msikitini_01013014281WP02,01013014281WP02,communal_standpipe,NA,Not_functional,4 9,NA,Not_functional,NA,NA,NA,NA,NA,Buku,Tasaf,Tasaf,-4.599700991552583 35.75570355701761 1528.7147701156532 4.0,http://classic.ona.io/api/v1/files/2383991?filename=pbrtz/attachments/1474369815220.jpg,1
Dodoma,Kondoa,Soera,Bukulu,NA,Kwa Vicent,Kwa Vicent,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,Tasaf,NA,-4.600968368377021 35.751573533743745 1528.9106616478264 4.0,http://classic.ona.io/api/v1/files/2383990?filename=pbrtz/attachments/1474370466684.jpg,NA
Dodoma,Kondoa,Soera,Bukulu,Kwahay_01013014281WP07,NA,Kwahay_01013014281WP07,01013014281WP07,communal_standpipe,NA,Not_functional,9,NA,Functional,NA,more_3_months,NA,NA,NA,Buku,Tasaf,Misreporting,-4.608268062982037 35.762358768427546 1565.8342101047351 4.0,http://classic.ona.io/api/v1/files/2384012?filename=pbrtz/attachments/1474371206459.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Zawiyani_01013014281WP06,NA,Zawiyani_01013014281WP06,01013014281WP06,communal_standpipe,NA,Not_functional,9 10,NA,Functional,NA,never_functional,NA,NA,NA,Buku,Tasaf,Misreporting,-4.609477327720331 35.758944874862834 1556.1028208734388 4.0,http://classic.ona.io/api/v1/files/2384014?filename=pbrtz/attachments/1474371575748.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Kwa_Chungi_01013014281WP05,NA,Kwa_Chungi_01013014281WP05,01013014281WP05,communal_standpipe,NA,Not_functional,8 10,NA,Functional,NA,more_3_months,NA,NA,NA,Buku,Tasaf,Misreporting,-4.612303977355017 35.761788907973454 1566.146082892712 4.0,http://classic.ona.io/api/v1/files/2384011?filename=pbrtz/attachments/1474371960341.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Zahanati_01013014281WP08,NA,Zahanati_01013014281WP08,01013014281WP08,communal_standpipe,NA,Not_functional,8 10,NA,Functional,NA,more_3_months,NA,NA,NA,Buku,Tasaf,Misreporting,-4.610760215540153 35.76363910272127 1555.7902532365295 4.0,http://classic.ona.io/api/v1/files/2384013?filename=pbrtz/attachments/1474372423850.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Shule_Ya_Secondari_01013014281WP11,NA,Shule_Ya_Secondari_01013014281WP11,01013014281WP11,communal_standpipe,NA,Not_functional,8 10 7,NA,Functional,NA,less_month,NA,NA,NA,Buku,Buku,NA,-4.622360347999304 35.758085258462586 1559.084515917706 4.0,http://classic.ona.io/api/v1/files/2384029?filename=pbrtz/attachments/1474373972845.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Shule_Ya_Secondari_01013014281WP12,NA,Shule_Ya_Secondari_01013014281WP12,01013014281WP12,communal_standpipe,NA,Not_functional,8 10,NA,Functional,NA,less_month,NA,NA,NA,Buku,Buku,NA,-4.622322435034944 35.757663716550624 1568.313750143595 4.0,http://classic.ona.io/api/v1/files/2384027?filename=pbrtz/attachments/1474374097532.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Kwa_Martin_01013014281WP10,NA,Kwa_Martin_01013014281WP10,01013014281WP10,communal_standpipe,NA,Not_functional,8 10,NA,Functional,NA,more_3_months,NA,NA,NA,Buku,Tasaf,Misreporting,-4.618794121406036 35.76530783878699 1559.90677045767 4.0,http://classic.ona.io/api/v1/files/2384030?filename=pbrtz/attachments/1474375227314.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Kwa_Hamadi_01013014281WP09,NA,Kwa_Hamadi_01013014281WP09,01013014281WP09,communal_standpipe,NA,Not_functional,8 10,NA,Functional,NA,more_3_months,NA,NA,NA,Buku,Tasaf,Misreporting,-4.61622674002794 35.76627215814991 1567.9541684110516 4.0,http://classic.ona.io/api/v1/files/2384028?filename=pbrtz/attachments/1474375682051.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Kwa_Buki_01013014281WP16,NA,Kwa_Buki_01013014281WP16,01013014281WP16,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,NA,NA,NA,Buku,Tasaf,Misreporting,-4.623507899962522 35.77408144395363 1585.253519343964 4.0,http://classic.ona.io/api/v1/files/2384033?filename=pbrtz/attachments/1474376734514.jpg,1
Dodoma,Kondoa,Soera,Bukulu,NA,Msikitini_Alagwa,Msikitini_Alagwa,NA,communal_standpipe,NA,Not_functional,8 10,NA,NA,NA,NA,NA,NA,NA,NA,Tasaf,NA,-4.627636962191849 35.77381219351465 1573.6466141776216 4.0,http://classic.ona.io/api/v1/files/2384035?filename=pbrtz/attachments/1474377036943.jpg,NA
Dodoma,Kondoa,Soera,Bukulu,Kwa_Mzee_Hussein_01013014281WP15,NA,Kwa_Mzee_Hussein_01013014281WP15,01013014281WP15,communal_standpipe,NA,Not_functional,8 10,NA,Not_functional,NA,NA,NA,NA,NA,Buku,Tasaf,Misreporting,-4.625415149313514 35.77077956923154 1570.8785734577834 4.0,http://classic.ona.io/api/v1/files/2384034?filename=pbrtz/attachments/1474377346995.jpg,1
Dodoma,Kondoa,Soera,Bukulu,Stendi_Alagwa_01013014281WP13,NA,Stendi_Alagwa_01013014281WP13,01013014281WP13,communal_standpipe,NA,Not_functional,8 10,NA,Not_functional,NA,NA,NA,NA,NA,Buku,Tasaf,Misreporting,-4.626627131954064 35.77714352564648 1606.7087410959177 4.0,http://classic.ona.io/api/v1/files/2384036?filename=pbrtz/attachments/1474377994600.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Shuleni_05023043223WP53,NA,Shuleni_05023043223WP53,05023043223WP53,other,Mud heap,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.032009881827738 37.80344098308663 181.21058690061176 4.0,http://classic.ona.io/api/v1/files/2390401?filename=pbrtz/attachments/1474446521928.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mama_Inno_05023043223WP52,NA,Kwa_Mama_Inno_05023043223WP52,05023043223WP52,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.035041846678548 37.80024750795194 196.19385076095082 6.0,http://classic.ona.io/api/v1/files/2390402?filename=pbrtz/attachments/1474448044761.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Rashid_Chamkali_05023043223WP51,NA,Kwa_Rashid_Chamkali_05023043223WP51,05023043223WP51,handpump_borehole,NA,Not_functional,6 7,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.038104760214592 37.80444039021896 209.10358386998266 8.0,http://classic.ona.io/api/v1/files/2390406?filename=pbrtz/attachments/1474448963042.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Evarist_John_05023043223WP50,NA,Kwa_Evarist_John_05023043223WP50,05023043223WP50,handpump_borehole,NA,Not_functional,6,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.039784223650435 37.80716603579937 210.2440971343326 8.0,http://classic.ona.io/api/v1/files/2390408?filename=pbrtz/attachments/1474449904697.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mkambaku_05023043223WP49,NA,Kwa_Mkambaku_05023043223WP49,05023043223WP49,handpump_ringwell,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.038460322990284 37.81121916119347 219.63925661647806 8.0,http://classic.ona.io/api/v1/files/2390418?filename=pbrtz/attachments/1474450363906.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mzee_Roman_05023043223WP48,NA,Kwa_Mzee_Roman_05023043223WP48,05023043223WP48,handpump_borehole,NA,Not_functional,6 7,NA,Functional,NA,more_3_months,NA,NA,NA,NA,NA,NA,-7.0419364529505994 37.8185045124609 244.50043732689218 12.0,http://classic.ona.io/api/v1/files/2390421?filename=pbrtz/attachments/1474450910461.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Mbilikila_05023043223WP54,NA,Kwa_Mbilikila_05023043223WP54,05023043223WP54,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.037628029381459 37.80089669769323 199.77223435294385 8.0,http://classic.ona.io/api/v1/files/2390419?filename=pbrtz/attachments/1474451790271.jpg,1
Morogoro,Morogoro,Kisemu,Kibangile,Kwa_Matondo_05023043223WP55,NA,Kwa_Matondo_05023043223WP55,05023043223WP55,handpump_borehole,NA,Not_functional,7,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.0379618683482965 37.7976305122227 202.21490206731616 12.0,http://classic.ona.io/api/v1/files/2390423?filename=pbrtz/attachments/1474452168377.jpg,1
Morogoro,Morogoro,Kisemu,Gozo,NA,Kwa mzee dimoso,Kwa mzee dimoso,NA,handpump_borehole,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.04670954938424 37.787709874543665 262.58376266240816 4.0,http://classic.ona.io/api/v1/files/2390426?filename=pbrtz/attachments/1474454262661.jpg,NA
Morogoro,Morogoro,Kisemu,Gozo,NA,Kwa Mzee Juma Mdidi,Kwa Mzee Juma Mdidi,NA,handpump_borehole,NA,Not_functional,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.049614529065137 37.78588469667641 263.8467191825702 8.0,http://classic.ona.io/api/v1/files/2390428?filename=pbrtz/attachments/1474455297251.jpg,NA
Morogoro,Morogoro,Kisemu,Gozo,Kwa_Mzee_Pius_05023043223WP41,NA,Kwa_Mzee_Pius_05023043223WP41,05023043223WP41,handpump_borehole,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,-7.057070799776821 37.789325988399746 294.2284706276108 8.0,http://classic.ona.io/api/v1/files/2390431?filename=pbrtz/attachments/1474456205566.jpg,1
Morogoro,Morogoro,Kisemu,Gozo,Kwa_Mzee_Musa_05023043223WP45,NA,Kwa_Mzee_Musa_05023043223WP45,05023043223WP45,other,Not visited,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,,http://classic.ona.io/api/v1/files/2390430?filename=pbrtz/attachments/1474456691395.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Msingi_Bereko_01013014311WP01,NA,Shule_Ya_Msingi_Bereko_01013014311WP01,01013014311WP01,communal_standpipe,NA,Not_functional,8,NA,Functional,NA,less_week,NA,NA,NA,Bere,Bere,NA,-4.44727006 35.74308882 1554.0 5.0,http://classic.ona.io/api/v1/files/2390640?filename=pbrtz/attachments/1474439752243.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Zahanati_01013014311WP02,NA,Zahanati_01013014311WP02,01013014311WP02,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bere,Bere,NA,-4.44926697 35.74071793 1540.0 5.0,http://classic.ona.io/api/v1/files/2390656?filename=pbrtz/attachments/1474440166903.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Sokoni_01013014311WP03,NA,Sokoni_01013014311WP03,01013014311WP03,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bere,Bere,NA,-4.45163348 35.73920356 1542.0 4.0,http://classic.ona.io/api/v1/files/2390671?filename=pbrtz/attachments/1474441201267.jpg,1
Dodoma,Kondoa,Bereko,Bereko,NA,Kwa Omary George,Kwa Omary George,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.45203023 35.74181527 1549.0 4.0,http://classic.ona.io/api/v1/files/2390676?filename=pbrtz/attachments/1474441501738.jpg,NA
Dodoma,Kondoa,Bereko,Bereko,Msikitini_01013014311WP10,NA,Msikitini_01013014311WP10,01013014311WP10,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bere,Bereko,Bereko,-4.45560889 35.74521052 1540.0 4.0,http://classic.ona.io/api/v1/files/2390678?filename=pbrtz/attachments/1474442090522.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Shemsia_01013014311WP08,NA,Shemsia_01013014311WP08,01013014311WP08,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Bere,Bere,NA,-4.45792739 35.73588071 1545.0 4.0,http://classic.ona.io/api/v1/files/2390680?filename=pbrtz/attachments/1474442806623.jpg,1
Dodoma,Kondoa,Bereko,Bereko,NA,Kwa Nondi Mskitini,Kwa Nondi Mskitini,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.46407882 35.73326584 1549.0 4.0,http://classic.ona.io/api/v1/files/2390682?filename=pbrtz/attachments/1474443184825.jpg,NA
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Secondari_Bereko_01013014311WP09,NA,Shule_Ya_Secondari_Bereko_01013014311WP09,01013014311WP09,communal_standpipe,NA,Not_functional,9,NA,Functional,NA,more_3_months,NA,NA,NA,Bere,Bere,NA,-4.46135266 35.73812093 1563.0 5.0,http://classic.ona.io/api/v1/files/2390683?filename=pbrtz/attachments/1474443507221.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Kurasini_01013014311WP06,NA,Kurasini_01013014311WP06,01013014311WP06,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,NA,NA,NA,Bere,Bere,NA,-4.47237595 35.74690923 1575.0 3.0,http://classic.ona.io/api/v1/files/2390686?filename=pbrtz/attachments/1474444576527.jpg,1
Dodoma,Kondoa,Bereko,Bereko,Shule_Ya_Msingi_Kurasini_01013014311WP07,NA,Shule_Ya_Msingi_Kurasini_01013014311WP07,01013014311WP07,communal_standpipe,NA,Not_functional,9 10,NA,Functional,NA,never_functional,NA,NA,NA,Bere,Bere,NA,-4.47402057 35.74339285 1571.0 5.0,http://classic.ona.io/api/v1/files/2390692?filename=pbrtz/attachments/1474445029097.jpg,1
Dodoma,Kondoa,Bereko,Bereko,NA,Kwa Mzee Bura,Kwa Mzee Bura,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.46467907 35.746566 1507.0 4.0,http://classic.ona.io/api/v1/files/2390694?filename=pbrtz/attachments/1474445957031.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,NA,Kwa Mzee Ramadhan Kidunda,Kwa Mzee Ramadhan Kidunda,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Water Aid,NA,-4.56729045 35.80210684 1181.0 4.0,http://classic.ona.io/api/v1/files/2390696?filename=pbrtz/attachments/1474453373705.jpg,NA
Dodoma,Kondoa,Itololo,Kandaga,Mkajia_01013014291WP35,NA,Mkajia_01013014291WP35,01013014291WP35,communal_standpipe,NA,Not_functional,9 10,NA,Not_functional,NA,NA,NA,NA,NA,Foki,Foki,NA,-4.56947675 35.79703212 1186.0 5.0,http://classic.ona.io/api/v1/files/2390697?filename=pbrtz/attachments/1474453696317.jpg,1
Dodoma,Kondoa,Itololo,Kandaga,Kwa_Doso_01013014291WP36,NA,Kwa_Doso_01013014291WP36,01013014291WP36,communal_standpipe,NA,Not_functional,9 10 7,NA,Not_functional,NA,NA,NA,NA,NA,Foki,Foki,NA,-4.56952605 35.78863907 1199.0 5.0,http://classic.ona.io/api/v1/files/2390699?filename=pbrtz/attachments/1474454003278.jpg,1
