region,lga,ward_merge,village_merge,select_wpt_name,new_wpt_name,wpt_name,wpt_code,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,wpt_call_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,call_nonfunctional_functional,call_functional_nonfunctional,wpt_pbr_scheme,scheme_merge,scheme_name_change,wpt_gps,wpt_image,numbertaps
Dodoma,Kondoa,Busi,Busi,Kwa_Jafari_01013014031WP27,NA,Kwa_Jafari_01013014031WP27,01013014031WP27,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Busi,BSSF,Misreporting,-4.862710991812462 36.051992020898645 1237.37423489736 4.0,http://classic.ona.io/api/v1/files/2391517?filename=pbrtz/attachments/1474477223273.jpg,1
Dodoma,Kondoa,Busi,Busi,Mbuga_Ya_Starehe_01013014031WP28,NA,Mbuga_Ya_Starehe_01013014031WP28,01013014031WP28,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,NA,NA,NA,Busi,BSSF,Misreporting,-4.8652892702317825 36.05220412233547 1228.2469088364417 4.0,http://classic.ona.io/api/v1/files/2391518?filename=pbrtz/attachments/1474477548412.jpg,1
Dodoma,Kondoa,Itololo,Itololo,Kwa_Hawa_01013014291WP66,NA,Kwa_Hawa_01013014291WP66,01013014291WP66,communal_standpipe,NA,Not_functional,NA,NA,Functional,NA,more_3_months,NA,NA,NA,Kwa,Kiredep,Misreporting,-4.512539121145523 35.799489859551386 1214.8265686313734 4.0,http://classic.ona.io/api/v1/files/2391605?filename=pbrtz/attachments/1474451344138.jpg,1
Dodoma,Kondoa,Itololo,Itololo,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiredep,NA,-4.508887687186418 35.80319822411845 1207.1222516662679 4.0,http://classic.ona.io/api/v1/files/2391606?filename=pbrtz/attachments/1474451751716.jpg,NA
Dodoma,Kondoa,Itololo,Itololo,Kwa_Musuri_01013014291WP65,NA,Kwa_Musuri_01013014291WP65,01013014291WP65,communal_standpipe,NA,Not_functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Kwa,Kiredep,Misreporting,-4.510534181441043 35.80877810732523 1178.8031984061347 4.0,http://classic.ona.io/api/v1/files/2391607?filename=pbrtz/attachments/1474452081774.jpg,1
Dodoma,Kondoa,Itololo,Itololo,NA,Kwa Kirei,Kwa Kirei,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-4.516140965562011 35.80690321120851 1179.3370791279574 4.0,http://classic.ona.io/api/v1/files/2391604?filename=pbrtz/attachments/1474453295990.jpg,NA
Dodoma,Kondoa,Itololo,Itololo,Kwa_Mjore_01013014291WP68,NA,Kwa_Mjore_01013014291WP68,01013014291WP68,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Kwa,Kiredep,Misreporting,-4.523365152717232 35.79702149234199 1174.3640145731156 4.0,http://classic.ona.io/api/v1/files/2391612?filename=pbrtz/attachments/1474453854577.jpg,1
Dodoma,Kondoa,Itololo,Itololo,NA,Kwa Masai,Kwa Masai,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-4.517425972537923 35.79794035391287 1166.5753413883021 4.0,http://classic.ona.io/api/v1/files/2391611?filename=pbrtz/attachments/1474454569307.jpg,NA
Dodoma,Kondoa,Itololo,Itololo,NA,Kwa Matei,Kwa Matei,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-4.5178068972372145 35.79507812203801 1198.0445387522104 4.0,http://classic.ona.io/api/v1/files/2391613?filename=pbrtz/attachments/1474454842844.jpg,NA
Dodoma,Kondoa,Itololo,Itololo,Mdasiru_01013014291WP67,NA,Mdasiru_01013014291WP67,01013014291WP67,communal_standpipe,NA,Functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Kwa,LGA,Misreporting,-4.517878382078001 35.793691877087525 1217.1097145809001 4.0,http://classic.ona.io/api/v1/files/2391610?filename=pbrtz/attachments/1474455070530.jpg,1
Dodoma,Kondoa,Itololo,Itololo,Kwa_Mzee_Kimburi_01013014291WP69,NA,Kwa_Mzee_Kimburi_01013014291WP69,01013014291WP69,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Kwa,Kiredep,Misreporting,-4.529086127560263 35.789262818869524 1190.8843255047125 4.0,http://classic.ona.io/api/v1/files/2391620?filename=pbrtz/attachments/1474455568080.jpg,1
Dodoma,Kondoa,Itololo,Itololo,NA,Kwa Bubu,Kwa Bubu,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiredep,NA,-4.525107419785924 35.79071675055918 1190.8392469835173 4.0,http://classic.ona.io/api/v1/files/2391617?filename=pbrtz/attachments/1474456196376.jpg,NA
Dodoma,Kondoa,Itololo,Itololo,NA,Shule ya Msingi _Itololo,Shule ya Msingi _Itololo,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiredep,NA,-4.519975512322249 35.79241734513026 1200.2745686196315 4.0,http://classic.ona.io/api/v1/files/2391619?filename=pbrtz/attachments/1474456641419.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Mzee Jololo,Mzee Jololo,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,COWSO,NA,-5.007535460910414 36.23646266676536 1320.5861729675516 4.0,http://classic.ona.io/api/v1/files/2398937?filename=pbrtz/attachments/1474537737557.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Msufini,Msufini,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ntomoko,NA,-5.007504150103066 36.23653641651677 1335.78173241118 4.0,http://classic.ona.io/api/v1/files/2398945?filename=pbrtz/attachments/1474537846040.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Kwa Issa Kondo,Kwa Issa Kondo,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,COWSO,NA,-5.008130286128546 36.23281033985408 1318.1526945782816 4.0,http://classic.ona.io/api/v1/files/2398939?filename=pbrtz/attachments/1474538137182.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Ngariba,Ngariba,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ntomoko,NA,-5.008187063152126 36.232732775530835 1324.357698595401 4.0,http://classic.ona.io/api/v1/files/2398947?filename=pbrtz/attachments/1474538216814.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Sokoine,Sokoine,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,COWSO,NA,-5.004151596914376 36.23202628586597 1304.3686193502128 4.0,http://classic.ona.io/api/v1/files/2398946?filename=pbrtz/attachments/1474538403141.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,NA,Hamis Mlala,Hamis Mlala,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,COWSO,NA,-5.008238446309699 36.22964681917339 1322.9787638812672 4.0,http://classic.ona.io/api/v1/files/2398941?filename=pbrtz/attachments/1474538911177.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,Tangini_A_01073109091WP10,NA,Tangini_A_01073109091WP10,01073109091WP10,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Mlongia,COWSO,Misreporting,-5.011248445511757 36.233221293846945 1338.4738011258883 4.0,http://classic.ona.io/api/v1/files/2398951?filename=pbrtz/attachments/1474539219964.jpg,2
Dodoma,Chemba,Jangalo,Mlongia,Tangini_B_01073109091WP11,NA,Tangini_B_01073109091WP11,01073109091WP11,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Mlongia,COWSO,Misreporting,-5.009605245161484 36.235169644666904 1332.2844787418123 4.0,http://classic.ona.io/api/v1/files/2398953?filename=pbrtz/attachments/1474539428858.jpg,2
Dodoma,Chemba,Jangalo,Mlongia,NA,Tangini B_CCM,Tangini B_CCM,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ntomoko,NA,-5.009651856057724 36.23518916799156 1326.7665771357986 4.0,http://classic.ona.io/api/v1/files/2398950?filename=pbrtz/attachments/1474539525053.jpg,NA
Dodoma,Chemba,Jangalo,Mlongia,Banda_La_Ngozi_01073109091WP02,NA,Banda_La_Ngozi_01073109091WP02,01073109091WP02,communal_standpipe,NA,Not_functional,NA,NA,Functional_needs_repair,NA,NA,NA,NA,NA,Ntom,COWSO,Ntomoko scheme water points are renovated by COWSO,-5.0105699477648535 36.238215201114635 1322.938880875569 4.0,http://classic.ona.io/api/v1/files/2398952?filename=pbrtz/attachments/1474539890967.jpg,2
Dodoma,Chemba,Jangalo,Mlongia,Bustani_01073109091WP01,NA,Bustani_01073109091WP01,01073109091WP01,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Ntom,COWSO,Ntomoko scheme water points are renovated by COWSO,-5.008146241189535 36.23883719838631 1324.6055326048547 4.0,http://classic.ona.io/api/v1/files/2398956?filename=pbrtz/attachments/1474540159847.jpg,2
Dodoma,Chemba,Jangalo,Mlongia,NA,Shule ya msingi_Mlongia,Shule ya msingi_Mlongia,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ntomoko,NA,-5.012491923376344 36.233363398867134 1324.3195142042755 4.0,http://classic.ona.io/api/v1/files/2398957?filename=pbrtz/attachments/1474540748828.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Godown,Godown,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18009206216086 36.292987110251445 1301.26654851221 4.0,http://classic.ona.io/api/v1/files/2398965?filename=pbrtz/attachments/1474546020231.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Salumu Nyasuka,Salumu Nyasuka,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18593036472302 36.290264690203145 1295.394561268574 4.0,http://classic.ona.io/api/v1/files/2398963?filename=pbrtz/attachments/1474546424337.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Juma Maige,Juma Maige,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.184951806687197 36.29218112655439 1298.2324745348892 4.0,http://classic.ona.io/api/v1/files/2398968?filename=pbrtz/attachments/1474546668465.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Juma Nganyangwa,Juma Nganyangwa,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.1837203090058654 36.28949307841456 1307.496052034545 4.0,http://classic.ona.io/api/v1/files/2398962?filename=pbrtz/attachments/1474546994575.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Juma Nganyangwa 2,Juma Nganyangwa 2,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18369889933759 36.28945300042364 1303.42992569939 4.0,http://classic.ona.io/api/v1/files/2398960?filename=pbrtz/attachments/1474547134766.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Kwa Issa Ndee,Kwa Issa Ndee,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18141832884868 36.291420408904415 1308.927664378492 4.0,http://classic.ona.io/api/v1/files/2398977?filename=pbrtz/attachments/1474547402220.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Hamudu Kipara,Hamudu Kipara,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.1813900477874855 36.28785261038543 1302.8814154084969 4.0,http://classic.ona.io/api/v1/files/2398975?filename=pbrtz/attachments/1474547859378.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Msikitini,Msikitini,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.177813482275096 36.2882144486529 1295.472260002562 4.0,http://classic.ona.io/api/v1/files/2398980?filename=pbrtz/attachments/1474548173999.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Mama Aziz Nyange,Mama Aziz Nyange,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGA,NA,-5.178098107819867 36.28896287756925 1317.651075180446 4.0,http://classic.ona.io/api/v1/files/2398972?filename=pbrtz/attachments/1474548324593.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Halima Haji,Halima Haji,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.176177134727596 36.28956335129839 1306.5507648451337 4.0,http://classic.ona.io/api/v1/files/2398979?filename=pbrtz/attachments/1474548601706.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Saidi Cheusi,Saidi Cheusi,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.177878048147169 36.29408451311388 1308.5255965663855 4.0,http://classic.ona.io/api/v1/files/2398985?filename=pbrtz/attachments/1474548954406.jpg,NA
Dodoma,Chemba,Mrijo,Mrijo Chini,Zahanati_01073109101WP06,NA,Zahanati_01073109101WP06,01073109101WP06,communal_standpipe,NA,Not_functional,NA,NA,Not_functional,NA,NA,NA,NA,NA,Mrij,Mrij,NA,-5.17956337777024 36.29349982951933 1297.5566623258258 4.0,http://classic.ona.io/api/v1/files/2398986?filename=pbrtz/attachments/1474549167646.jpg,2
Dodoma,Chemba,Mrijo,Mrijo Chini,NA,Zahanati_wodini,Zahanati_wodini,NA,communal_standpipe,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.178228932639337 36.293004913932464 1305.234985570779 4.0,http://classic.ona.io/api/v1/files/2398983?filename=pbrtz/attachments/1474549406184.jpg,NA
Dodoma,Chemba,Songoro,Hamai,Shuleni_01073109061WP04,NA,Shuleni_01073109061WP04,01073109061WP04,communal_standpipe,NA,Not_functional,8 9 7,NA,Functional,NA,less_month,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05212698 36.11342944 1474.0 5.0,http://classic.ona.io/api/v1/files/2399040?filename=pbrtz/attachments/1474528845707.jpg,2
Dodoma,Chemba,Songoro,Hamai,NA,Shuleni B,Shuleni B,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Tomoko,NA,-5.05216467 36.11355994 1481.0 5.0,http://classic.ona.io/api/v1/files/2399047?filename=pbrtz/attachments/1474529023750.jpg,NA
Dodoma,Chemba,Songoro,Hamai,Zahanati_01073109061WP03,NA,Zahanati_01073109061WP03,01073109061WP03,communal_standpipe,NA,Not_functional,9,NA,Functional,NA,less_month,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05074097 36.11336341 1478.0 5.0,http://classic.ona.io/api/v1/files/2399066?filename=pbrtz/attachments/1474529332717.jpg,2
Dodoma,Chemba,Songoro,Hamai,Kaburu_01073109061WP05,NA,Kaburu_01073109061WP05,01073109061WP05,communal_standpipe,NA,Not_functional,9,NA,Not_functional,NA,NA,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05184462 36.11190559 1472.0 4.0,http://classic.ona.io/api/v1/files/2399090?filename=pbrtz/attachments/1474529826276.jpg,2
Dodoma,Chemba,Songoro,Hamai,NA,Ofisini Kituo cha zamani,Ofisini Kituo cha zamani,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Tomoko,NA,-5.0517171 36.11184124 1488.0 4.0,http://classic.ona.io/api/v1/files/2399091?filename=pbrtz/attachments/1474529966585.jpg,NA
Dodoma,Chemba,Songoro,Hamai,Uganda_01073109061WP08,NA,Uganda_01073109061WP08,01073109061WP08,communal_standpipe,NA,Not_functional,9 7,NA,Not_functional,NA,NA,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05187176 36.10883813 1468.0 5.0,http://classic.ona.io/api/v1/files/2399093?filename=pbrtz/attachments/1474530161604.jpg,2
Dodoma,Chemba,Songoro,Hamai,NA,Uganda Kituo cha Zamani,Uganda Kituo cha Zamani,NA,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,NA,NA,NA,NA,Tomoko,NA,-5.05182517 36.10880037 1467.0 5.0,http://classic.ona.io/api/v1/files/2399140?filename=pbrtz/attachments/1474530307683.jpg,NA
Dodoma,Chemba,Songoro,Hamai,Futo_01073109061WP06,NA,Futo_01073109061WP06,01073109061WP06,communal_standpipe,NA,Not_functional,9 7,NA,Not_functional,NA,NA,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05330458 36.11288093 1467.0 4.0,http://classic.ona.io/api/v1/files/2399144?filename=pbrtz/attachments/1474530534856.jpg,2
Dodoma,Chemba,Songoro,Hamai,NA,Kwa Futo Kituo cha Zamani,Kwa Futo Kituo cha Zamani,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Tomoko,NA,-5.05331899 36.11282953 1466.0 5.0,http://classic.ona.io/api/v1/files/2399145?filename=pbrtz/attachments/1474530669498.jpg,NA
Dodoma,Chemba,Songoro,Hamai,Zambia_01073109061WP07,NA,Zambia_01073109061WP07,01073109061WP07,communal_standpipe,NA,Not_functional,9,NA,Not_functional,NA,NA,NA,NA,NA,Ntomoko,Ntomoko,NA,-5.05497363 36.11427461 1462.0 4.0,http://classic.ona.io/api/v1/files/2399148?filename=pbrtz/attachments/1474530881166.jpg,2
Dodoma,Chemba,Songoro,Hamai,NA,Zambia Kituo cha Zamani,Zambia Kituo cha Zamani,NA,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,NA,NA,NA,NA,Tomoko,NA,-5.05499111 36.11441156 1460.0 5.0,http://classic.ona.io/api/v1/files/2399150?filename=pbrtz/attachments/1474531002912.jpg,NA
Dodoma,Chemba,Mrijo,Olboloti,NA,Kwa Cheepa Choma,Kwa Cheepa Choma,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,NA,NA,NA,NA,Operation Vijijini,NA,-5.17277351 36.2994176 1299.0 4.0,http://classic.ona.io/api/v1/files/2399096?filename=pbrtz/attachments/1474546911750.jpg,NA
Dodoma,Chemba,Mrijo,Olboloti,Ndwata_01073109103WP15,NA,Ndwata_01073109103WP15,01073109103WP15,communal_standpipe,NA,Not_functional,7,NA,Functional,NA,less_week,NA,NA,NA,Olboloti,Olboloti,NA,-5.17448472 36.2985578 1308.0 3.0,http://classic.ona.io/api/v1/files/2399099?filename=pbrtz/attachments/1474547158942.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,Shuleni_01073109103WP14,NA,Shuleni_01073109103WP14,01073109103WP14,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,NA,NA,NA,Olboloti,Olboloti,NA,-5.17627292 36.30012416 1307.0 5.0,http://classic.ona.io/api/v1/files/2399100?filename=pbrtz/attachments/1474547384024.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,Yasini_01073109103WP16,NA,Yasini_01073109103WP16,01073109103WP16,communal_standpipe,NA,Not_functional,7,NA,Functional,NA,less_week,NA,NA,NA,Olboloti,Olboloti,NA,-5.17843587 36.29724448 1304.0 4.0,http://classic.ona.io/api/v1/files/2399101?filename=pbrtz/attachments/1474547605798.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,Machuri_01073109103WP17,NA,Machuri_01073109103WP17,01073109103WP17,communal_standpipe,NA,Not_functional,7,NA,Functional,NA,less_week,NA,NA,NA,Olboloti,Olboloti,NA,-5.18053726 36.30074588 1303.0 4.0,http://classic.ona.io/api/v1/files/2399105?filename=pbrtz/attachments/1474547916306.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,NA,Kwa Idd Maslah,Kwa Idd Maslah,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,Olboroti,NA,-5.18058947 36.29748292 1299.0 4.0,http://classic.ona.io/api/v1/files/2399106?filename=pbrtz/attachments/1474548248608.jpg,NA
Dodoma,Chemba,Mrijo,Olboloti,NA,Kwa mzee ifala,Kwa mzee ifala,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18371952 36.29903688 1302.0 5.0,http://classic.ona.io/api/v1/files/2399108?filename=pbrtz/attachments/1474549988399.jpg,NA
Dodoma,Chemba,Mrijo,Olboloti,Twalib_01073109103WP19,NA,Twalib_01073109103WP19,01073109103WP19,communal_standpipe,NA,Not_functional,7,NA,Functional,NA,less_month,NA,NA,NA,Olboloti,Olboloti,NA,-5.18522243 36.2993016 1301.0 4.0,http://classic.ona.io/api/v1/files/2399111?filename=pbrtz/attachments/1474550215454.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,Shaibu_01073109103WP18,NA,Shaibu_01073109103WP18,01073109103WP18,communal_standpipe,NA,Not_functional,9,NA,Functional,NA,less_week,NA,NA,NA,Olboloti,Olboloti,NA,-5.18530796 36.29769376 1302.0 3.0,http://classic.ona.io/api/v1/files/2399113?filename=pbrtz/attachments/1474550456538.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,NA,Kwa Yakubu Mapanga,Kwa Yakubu Mapanga,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18580915 36.29455002 1300.0 3.0,http://classic.ona.io/api/v1/files/2399117?filename=pbrtz/attachments/1474550733601.jpg,NA
Dodoma,Chemba,Mrijo,Olboloti,Twalib_01073109103WP20,NA,Twalib_01073109103WP20,01073109103WP20,communal_standpipe,NA,Not_functional,9 7,NA,Functional,NA,less_month,NA,NA,NA,Olboloti,Olboloti,NA,-5.18446825 36.29506657 1303.0 3.0,http://classic.ona.io/api/v1/files/2399114?filename=pbrtz/attachments/1474550966545.jpg,2
Dodoma,Chemba,Mrijo,Olboloti,NA,Kwa Issa Jiwe,Kwa Issa Jiwe,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRA,NA,-5.18311731 36.29557659 1299.0 4.0,http://classic.ona.io/api/v1/files/2399122?filename=pbrtz/attachments/1474551279161.jpg,NA
Morogoro,Morogoro,Mvuha,MSONGE 2,NA,Kwa masenga,Kwa masenga,NA,handpump_borehole,NA,Not_functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.1434488 37.8510399 142.60000610351563 5.0,http://classic.ona.io/api/v1/files/2400747?filename=pbrtz/attachments/1420071474220.jpg,NA
Morogoro,Morogoro,Mvuha,MSONGE 2,NA,Kwa zainabu huseni,Kwa zainabu huseni,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILLAGE,NA,-7.1582471 37.8497265 127.0999984741211 5.0,http://classic.ona.io/api/v1/files/2400748?filename=pbrtz/attachments/1474370613701.jpg,NA
Morogoro,Morogoro,Mvuha,MSONGE 2,NA,Ramachandran China,Ramachandran China,NA,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,Village,NA,-7.1592253 37.8492123 121.30000305175781 4.5,http://classic.ona.io/api/v1/files/2400750?filename=pbrtz/attachments/1474371161856.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,Kwa_Mzee_John_Roman_05023043031WP40,NA,Kwa_Mzee_John_Roman_05023043031WP40,05023043031WP40,handpump_borehole,NA,Not_functional,1 6 7,NA,Not_functional,NA,NA,NA,NA,NA,NA,Holand,NA,-7.289307 37.8488411 133.0 5.0,http://classic.ona.io/api/v1/files/2400754?filename=pbrtz/attachments/1474431775648.jpg,1
Morogoro,Morogoro,Mvuha,Dala,NA,Shuleni,Shuleni,NA,handpump_borehole,NA,Not_functional,1 6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.2784064 37.8482907 132.1999969482422 4.5,http://classic.ona.io/api/v1/files/2400763?filename=pbrtz/attachments/1474433489743.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,Kwa_Mzee_John_05023043031WP39,NA,Kwa_Mzee_John_05023043031WP39,05023043031WP39,handpump_borehole,NA,Functional_needs_repair,NA,NA,Functional,NA,NA,NA,NA,NA,NA,Holand,NA,-7.2634131 37.8485426 135.5 4.5,http://classic.ona.io/api/v1/files/2400757?filename=pbrtz/attachments/1474434746861.jpg,1
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa mzee Pembe,Kwa mzee Pembe,NA,communal_standpipe,NA,Not_functional,2 7,NA,NA,NA,NA,NA,NA,NA,NA,World bank,NA,-7.2119808 37.8636086 98.30000305175781 5.0,http://classic.ona.io/api/v1/files/2400758?filename=pbrtz/attachments/1474437985393.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa zuwewe,Kwa zuwewe,NA,communal_standpipe,NA,Not_functional,2 7,NA,NA,NA,NA,NA,NA,NA,NA,World bank,NA,-7.2130746 37.861516 103.69999694824219 4.0,http://classic.ona.io/api/v1/files/2400764?filename=pbrtz/attachments/1474438429382.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa Musa Kuwe,Kwa Musa Kuwe,NA,communal_standpipe,NA,Not_functional,2 7,NA,NA,NA,NA,NA,NA,NA,NA,Word bank,NA,-7.2114109 37.8591497 106.69999694824219 5.0,http://classic.ona.io/api/v1/files/2401016?filename=pbrtz/attachments/1474438928410.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa Mawimbi,Kwa Mawimbi,NA,communal_standpipe,NA,Not_functional,2 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.209278 37.857841 113.4000015258789 5.0,http://classic.ona.io/api/v1/files/2401010?filename=pbrtz/attachments/1474439399443.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Shule ya msonge dala,Shule ya msonge dala,NA,communal_standpipe,NA,Not_functional,2,NA,NA,NA,NA,NA,NA,NA,NA,World bank,NA,-7.2076956 37.8547276 101.30000305175781 4.0,http://classic.ona.io/api/v1/files/2401015?filename=pbrtz/attachments/1474439936471.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa mzelu,Kwa mzelu,NA,communal_standpipe,NA,Not_functional,2 7,NA,NA,NA,NA,NA,NA,NA,NA,World bank,NA,-7.2016829 37.8557112 113.9000015258789 4.0,http://classic.ona.io/api/v1/files/2401009?filename=pbrtz/attachments/1474440739668.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa Daudi,Kwa Daudi,NA,handpump_borehole,NA,Not_functional,1 6 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.1991437 37.8521804 96.69999694824219 5.0,http://classic.ona.io/api/v1/files/2401011?filename=pbrtz/attachments/1474441191253.jpg,NA
Morogoro,Morogoro,Mvuha,Dala,NA,Kwa shomari luferegu,Kwa shomari luferegu,NA,handpump_borehole,NA,Not_functional,1 3 7,NA,NA,NA,NA,NA,NA,NA,NA,Holand,NA,-7.1999658 37.8521084 97.69999694824219 4.5,http://classic.ona.io/api/v1/files/2401022?filename=pbrtz/attachments/1474441649508.jpg,NA
