"","wpt_name","wpt_type","wpt_type_other","wpt_status","wpt_non_functional_reason","wpt_non_functional_reason_other","wpt_pbr_status","wpt_call_status","pbr_nonfunctional_functional","pbr_functional_nonfunctional","call_nonfunctional_functional","call_functional_nonfunctional","wpt_pbr_scheme","scheme_name_change","lat","long","wpt_image","region","lga","ward_merge","village_merge","scheme_merge"
"89","Msikitini kwa Mzee Banka","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.68310513","35.8673837","http://classic.ona.io/api/v1/files/2376707?filename=pbrtz/attachments/1474280528725.jpg","Dodoma","Kondoa","Mnenia","Mnenia","TASAF"
"90","Kwa Chobu","communal_standpipe",NA,"Not_functional","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.68514779","35.86628025","http://classic.ona.io/api/v1/files/2376718?filename=pbrtz/attachments/1474281144699.jpg","Dodoma","Kondoa","Mnenia","Mnenia",NA
"91","Kwa Khalifa Kinango","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69284012","35.86971843","http://classic.ona.io/api/v1/files/2376724?filename=pbrtz/attachments/1474282214102.jpg","Dodoma","Kondoa","Mnenia","Mnenia","CRIDEP"
"92","Msikitini kwa Mohamed Lemo","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69257972","35.86842771","http://classic.ona.io/api/v1/files/2376737?filename=pbrtz/attachments/1474282651993.jpg","Dodoma","Kondoa","Mnenia","Mnenia","CRIDEP"
"93","Kwa_Misanya_01013014271WP12","communal_standpipe",NA,"Not_functional","10",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Mnen",NA,"-4.69439211","35.87228755","http://classic.ona.io/api/v1/files/2376739?filename=pbrtz/attachments/1474283608591.jpg","Dodoma","Kondoa","Mnenia","Mnenia","Mnen"
"94","Msikitini Kwa Saidi Mohamed Gwandi","communal_standpipe",NA,"Not_functional","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69510857","35.87464196","http://classic.ona.io/api/v1/files/2376750?filename=pbrtz/attachments/1474284398071.jpg","Dodoma","Kondoa","Mnenia","Mnenia","CRIDEP"
"95","Shule ya Msingi Msufini","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.6966701","35.8722259","http://classic.ona.io/api/v1/files/2376755?filename=pbrtz/attachments/1474284884633.jpg","Dodoma","Kondoa","Mnenia","Mnenia",NA
"96","Mboryo_01013014271WP14","communal_standpipe",NA,"Not_functional","9 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Mnen",NA,"-4.69598782","35.87042329","http://classic.ona.io/api/v1/files/2376760?filename=pbrtz/attachments/1474285473681.jpg","Dodoma","Kondoa","Mnenia","Mnenia","Mnen"
"97","Kwa Idd Kindo","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69770427","35.87056758","http://classic.ona.io/api/v1/files/2376764?filename=pbrtz/attachments/1474285828586.jpg","Dodoma","Kondoa","Mnenia","Mnenia","Wananchi"
"98","Zahanati","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69854455","35.86960976","http://classic.ona.io/api/v1/files/2376765?filename=pbrtz/attachments/1474286157619.jpg","Dodoma","Kondoa","Mnenia","Mnenia","Wananchi"
"99","Mskitini kwa Idd Afande","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69733564","35.86928733","http://classic.ona.io/api/v1/files/2376768?filename=pbrtz/attachments/1474286464001.jpg","Dodoma","Kondoa","Mnenia","Mnenia","Wananchi"
"100","Ofisi ya Kijiji","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.69464774","35.86872145","http://classic.ona.io/api/v1/files/2376771?filename=pbrtz/attachments/1474286887341.jpg","Dodoma","Kondoa","Mnenia","Mnenia","CRIDEP"
"101","Kwa_Msepwa_01013014011WP12","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Bumb","Misreporting","-4.65383863","35.95343683","http://classic.ona.io/api/v1/files/2376773?filename=pbrtz/attachments/1474294218259.jpg","Dodoma","Kondoa","Bumbuta","Bumbuta","Kredep"
"102","Shule_Ya_Msingi_Bumbuta_01013014011WP11","communal_standpipe",NA,"Not_functional","2 9 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Bumb","Misreporting","-4.64760991","35.95087425","http://classic.ona.io/api/v1/files/2376774?filename=pbrtz/attachments/1474294682858.jpg","Dodoma","Kondoa","Bumbuta","Bumbuta","Kredep"
"103","Bumbuta_Kati_01013014011WP10","communal_standpipe",NA,"Not_functional","2 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Bumb","Misreporting","-4.6464017","35.94930951","http://classic.ona.io/api/v1/files/2376776?filename=pbrtz/attachments/1474295153599.jpg","Dodoma","Kondoa","Bumbuta","Bumbuta","Kredep"
"104","Kwa_Iluja_01013014011WP09","communal_standpipe",NA,"Not_functional","2 9 10",NA,"Functional",NA,"more_3_months",NA,NA,NA,"Bumb","Misreporting","-4.64060684","35.95177079","http://classic.ona.io/api/v1/files/2376779?filename=pbrtz/attachments/1474295949119.jpg","Dodoma","Kondoa","Bumbuta","Bumbuta","Kredep"
"105","Kwa_Suru_01013014011WP08","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Bumb","Misreporting","-4.62539544","35.95329087","http://classic.ona.io/api/v1/files/2376780?filename=pbrtz/attachments/1474296243155.jpg","Dodoma","Kondoa","Bumbuta","Bumbuta","Kredep"
"106","Kituo  cha kati","communal_standpipe",NA,"Not_functional","3 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.6130681","35.94695431","http://classic.ona.io/api/v1/files/2376787?filename=pbrtz/attachments/1474298058917.jpg","Dodoma","Kondoa","Bumbuta","Mkundulu","Operation Vijiji"
"107","Mgongo tembo","communal_standpipe",NA,"Not_functional","3 9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.61164342","35.94651976","http://classic.ona.io/api/v1/files/2376789?filename=pbrtz/attachments/1474298237936.jpg","Dodoma","Kondoa","Bumbuta","Mkundulu","Operation Vijiji"
"108","Mbugani","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.61408899","35.94607295","http://classic.ona.io/api/v1/files/2376798?filename=pbrtz/attachments/1474298744132.jpg","Dodoma","Kondoa","Bumbuta","Mkundulu","Opetration Vijijini"
"109","Msikitini","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.61317601","35.94856969","http://classic.ona.io/api/v1/files/2376802?filename=pbrtz/attachments/1474300162603.jpg","Dodoma","Kondoa","Bumbuta","Mkundulu","Operation Vijijini"
"110","Msikitini B","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.61316711","35.94852561","http://classic.ona.io/api/v1/files/2376801?filename=pbrtz/attachments/1474300291751.jpg","Dodoma","Kondoa","Bumbuta","Mkundulu","Operation vijijini"
"111","Shule_Ya_Msingi_-Kolowasi_01013014241WP01","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Functional",NA,"never_functional",NA,NA,NA,"Kolo",NA,"",NA,"http://classic.ona.io/api/v1/files/2377865?filename=pbrtz/attachments/1474273453884.jpg","Dodoma","Kondoa","Kolo","Kolo","Kolo"
"112","Dirawa_01013014241WP02","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Kolo",NA,"-4.739710686395727","35.830065785494185","http://classic.ona.io/api/v1/files/2377866?filename=pbrtz/attachments/1474274174470.jpg","Dodoma","Kondoa","Kolo","Kolo","Kolo"
"113","Mnadani_01013014241WP04","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Kolo",NA,"",NA,"http://classic.ona.io/api/v1/files/2377871?filename=pbrtz/attachments/1474274814752.jpg","Dodoma","Kondoa","Kolo","Kolo","Kolo"
"114","Msikitini_01013014241WP03","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Kolo",NA,"-4.736275581893488","35.830812124881554","http://classic.ona.io/api/v1/files/2377872?filename=pbrtz/attachments/1474275258156.jpg","Dodoma","Kondoa","Kolo","Kolo","Kolo"
"115","Kwamtemi_01013014241WP11","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Kolo",NA,"",NA,"http://classic.ona.io/api/v1/files/2377873?filename=pbrtz/attachments/1474275804013.jpg","Dodoma","Kondoa","Kolo","Kolo","Kolo"
"116","Shule_Ya_Msingi__Bambare_01013014271WP29","communal_standpipe",NA,"Not_functional","4 9 10",NA,"Not_functional",NA,NA,NA,NA,NA,"Bamb",NA,"",NA,"http://classic.ona.io/api/v1/files/2377878?filename=pbrtz/attachments/1474282698783.jpg","Dodoma","Kondoa","Mnenia","Bambare","Bamb"
"117","Gayu_01013014271WP36","communal_standpipe",NA,"Not_functional","2",NA,"Functional",NA,"less_month",NA,NA,NA,"Kiwa","Misreporting","-4.609546436424662","35.88068702208739","http://classic.ona.io/api/v1/files/2377879?filename=pbrtz/attachments/1474284177879.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"118","Sungwi","communal_standpipe",NA,"Not_functional","4 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2377881?filename=pbrtz/attachments/1474284861944.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"119","Sengeri_01013014271WP35","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bamb","Misreporting","-4.632940681044576","35.88858047595082","http://classic.ona.io/api/v1/files/2377880?filename=pbrtz/attachments/1474285363517.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"120","K_mbuni Mashine ya maji no. 2","communal_standpipe",NA,"Not_functional","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2377889?filename=pbrtz/attachments/1474287002492.jpg","Dodoma","Kondoa","Mnenia","Bambare","LGA"
"121","K_Mbuni_01013014271WP31","communal_standpipe",NA,"Not_functional","2",NA,"Functional_needs_repair",NA,NA,NA,NA,NA,"Kiwa","Misreporting","",NA,"http://classic.ona.io/api/v1/files/2377888?filename=pbrtz/attachments/1474287480178.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"122","Kwa Yahya Turinga","communal_standpipe",NA,"Not_functional","4 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2377894?filename=pbrtz/attachments/1474288052875.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"123","Nyenje_01013014271WP30","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Bamb","Misreported","",NA,"http://classic.ona.io/api/v1/files/2377896?filename=pbrtz/attachments/1474288904499.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"124","Kibandani_-Kati_01013014271WP32","communal_standpipe",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Kisi","Misreporting","",NA,"http://classic.ona.io/api/v1/files/2377895?filename=pbrtz/attachments/1474289306060.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"125","Tankini_Kibandani","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.6368872224716835","35.895896900299306","http://classic.ona.io/api/v1/files/2377898?filename=pbrtz/attachments/1474289753126.jpg","Dodoma","Kondoa","Mnenia","Bambare","Kredep"
"126","Kijiweni_Sendemi","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"http://classic.ona.io/api/v1/files/2377897?filename=pbrtz/attachments/1474290876064.jpg","Dodoma","Kondoa","Mnenia","Bambare",NA
"127","Humai_Kati_01013014281WP17","communal_standpipe",NA,"Not_functional","9 10 7",NA,"Functional",NA,"never_functional",NA,NA,NA,"Huma","Mistakes","-4.66841303","35.77835659","http://classic.ona.io/api/v1/files/2380284?filename=pbrtz/attachments/1474365020056.jpg","Dodoma","Kondoa","Soera","Humai","Operation Vijiji"
"128","Shamba la khamis Kandiki","communal_standpipe",NA,"Not_functional","2 4 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.65400258","35.78604711","http://classic.ona.io/api/v1/files/2380294?filename=pbrtz/attachments/1474367453443.jpg","Dodoma","Kondoa","Soera","Humai","Operation vijijini"
"129","Kwa Mohamed Kwanja","communal_standpipe",NA,"Not_functional","9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.64938846","35.78400282","http://classic.ona.io/api/v1/files/2380301?filename=pbrtz/attachments/1474368399437.jpg","Dodoma","Kondoa","Soera","Humai","Operation vijijini"
"130","Kwa mzee Furuaa","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.67305203","35.79499402","http://classic.ona.io/api/v1/files/2380309?filename=pbrtz/attachments/1474374265282.jpg","Dodoma","Kondoa","Soera","Humai","Operation vijiji"
"131","Idara ya Maji","communal_standpipe",NA,"Not_functional","9 10 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4.67307851","35.80346792","http://classic.ona.io/api/v1/files/2380317?filename=pbrtz/attachments/1474375350689.jpg","Dodoma","Kondoa","Soera","Humai","Operation vijijini"
"132","Dunguya_06023011032WP05","kiosk",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Wami_Chalinze",NA,"-6.764320638500163","38.35147611046228","http://classic.ona.io/api/v1/files/2382532?filename=pbrtz/attachments/1474258936490.jpg","Pwani","Kibaha","Gwata","Gumba","Wami_Chalinze"
"133","Kwa mzee nambali","kiosk",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.767123574088549","38.35484398866575","http://classic.ona.io/api/v1/files/2382530?filename=pbrtz/attachments/1474259379691.jpg","Pwani","Kibaha","Gwata","Gumba","Wami Chalinze"
"134","Kwa ramadhani salehe","kiosk",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.769062517018812","38.355127946493454","http://classic.ona.io/api/v1/files/2382534?filename=pbrtz/attachments/1474259752820.jpg","Pwani","Kibaha","Gwata","Gumba","Wami chalinze"
"135","Jacob_Goha_06023011032WP04","kiosk",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Wami_Chalinze",NA,"-6.764556101846233","38.355726183413154","http://classic.ona.io/api/v1/files/2382538?filename=pbrtz/attachments/1474261512731.jpg","Pwani","Kibaha","Gwata","Gumba","Wami_Chalinze"
"136","Kwa_Rajabu_Uone_06023011032WP06","kiosk",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,"Wami_Chalinze",NA,"-6.760556160064294","38.35985423026513","http://classic.ona.io/api/v1/files/2382537?filename=pbrtz/attachments/1474261997201.jpg","Pwani","Kibaha","Gwata","Gumba","Wami_Chalinze"
"137","Kwa deo","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.769186355801097","38.37631074361673","http://classic.ona.io/api/v1/files/2382546?filename=pbrtz/attachments/1474260714532.jpg","Pwani","Kibaha","Gwata","Ndwati","Wami chalinze"
"138","Matambo/ tausi","kiosk",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.757035582531505","38.36051375055521","http://classic.ona.io/api/v1/files/2382558?filename=pbrtz/attachments/1474262892260.jpg","Pwani","Kibaha","Gwata","Mirarazi","Wami Chalinze"
"139","Kwa shabani","kiosk",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.73974183107105","38.36156565108233","http://classic.ona.io/api/v1/files/2382559?filename=pbrtz/attachments/1474263717548.jpg","Pwani","Kibaha","Gwata","Mirarazi","Wami chalinze"
"140","Musa_Gamba_06023011032WP09","kiosk",NA,"Not_functional","7",NA,"Functional",NA,"less_month",NA,NA,NA,"Wami_Chalinze",NA,"-6.720345342319348","38.36864054532711","http://classic.ona.io/api/v1/files/2382594?filename=pbrtz/attachments/1474265599544.jpg","Pwani","Kibaha","Gwata","Gwata","Wami_Chalinze"
"141","Amani_Chongww_06023011032WP10","kiosk",NA,"Not_functional","7",NA,"Functional",NA,"less_week",NA,NA,NA,"Wami_Chalinze",NA,"-6.717484913157375","38.36819254431131","http://classic.ona.io/api/v1/files/2382597?filename=pbrtz/attachments/1474266393935.jpg","Pwani","Kibaha","Gwata","Gwata","Wami_Chalinze"
"142","Kwa mama ana/aisha kibwan rashidi","kiosk",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.715147519243818","38.37019341416221","http://classic.ona.io/api/v1/files/2382603?filename=pbrtz/attachments/1474266896909.jpg","Pwani","Kibaha","Gwata","Gwata","Wami chalinze"
"143","Kwa frank / Mlamsanga","kiosk",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.711930947764323","38.36906126211997","http://classic.ona.io/api/v1/files/2382592?filename=pbrtz/attachments/1474267512041.jpg","Pwani","Kibaha","Gwata","Gwata","Wami chalinze"
"144","Kwa maneva","kiosk",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6.7122793764440525","38.371331869386424","http://classic.ona.io/api/v1/files/2382595?filename=pbrtz/attachments/1474267963546.jpg","Pwani","Kibaha","Gwata","Gwata","Wami chalinze"
"145","Hosea_Kanda_06023011032WP14","kiosk",NA,"Not_functional","7",NA,"Functional",NA,"less_month",NA,NA,NA,"Wami_Chalinze",NA,"-6.710382717874073","38.37217915402633","http://classic.ona.io/api/v1/files/2382596?filename=pbrtz/attachments/1474268370482.jpg","Pwani","Kibaha","Gwata","Gwata","Wami_Chalinze"
"146","Husseni_Masha_06023011032WP15","kiosk",NA,"Not_functional","7",NA,"Functional",NA,"less_month",NA,NA,NA,"Wami_Chalinze",NA,"-6.710999478110803","38.374006335462965","http://classic.ona.io/api/v1/files/2382605?filename=pbrtz/attachments/1474269085838.jpg","Pwani","Kibaha","Gwata","Gwata","Wami_Chalinze"
"147","Kwa_Mzee_Mtalimbo_05023043031WP37","handpump_borehole",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,NA,NA,"-7.245986252317452","37.93231502083937","http://classic.ona.io/api/v1/files/2382663?filename=pbrtz/attachments/1474291255893.jpg","Morogoro","Morogoro","Mvuha","Tulo","Holand"
"148","Kwa_Mzee_Papilo_05023043031WP33","handpump_borehole",NA,"Not_functional","6",NA,"Not_functional",NA,NA,NA,NA,NA,NA,NA,"-7.241745810441295","37.91798746030106","http://classic.ona.io/api/v1/files/2382664?filename=pbrtz/attachments/1474293050390.jpg","Morogoro","Morogoro","Mvuha","Tulo","Holand"
"149","Kwa_Mzee_Sudi_05023043031WP31","handpump_borehole",NA,"Not_functional","7",NA,"Functional",NA,"more_3_months",NA,NA,NA,NA,NA,"-7.226264529936755","37.889320163229605","http://classic.ona.io/api/v1/files/2382671?filename=pbrtz/attachments/1474295076995.jpg","Morogoro","Morogoro","Mvuha","Lukulunge","Holand"
"150","Kwa_Mzee_Simulizi_05023043031WP32","handpump_borehole",NA,"Functional",NA,NA,"Functional",NA,NA,NA,NA,NA,NA,NA,"-7.219306778247263","37.87865352938187","http://classic.ona.io/api/v1/files/2382670?filename=pbrtz/attachments/1474296128314.jpg","Morogoro","Morogoro","Mvuha","Lukulunge","Holand 1982"
"151","Mvuha_Sekondari_05023043031WP51","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mvuha/Dalla_Water_Supply",NA,"-7.206044327591131","37.87212134507097","http://classic.ona.io/api/v1/files/2382698?filename=pbrtz/attachments/1474297502614.jpg","Morogoro","Morogoro","Mvuha","Mvuha","World bank"
"152","Zahanati_05023043031WP52","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mvuha/Dalla_Water_Supply",NA,"-7.201578385415345","37.86417927135809","http://classic.ona.io/api/v1/files/2382701?filename=pbrtz/attachments/1474297892253.jpg","Morogoro","Morogoro","Mvuha","Mvuha","World bank"
"153","Kimelo darajani","handpump_borehole",NA,"Not_functional","1 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.20033365416717","37.86105129806562","http://classic.ona.io/api/v1/files/2382693?filename=pbrtz/attachments/1474298276716.jpg","Morogoro","Morogoro","Mvuha","Mvuha","KEA"
"154","Mvuha shule ya msingi","handpump_ringwell",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.198127583108327","37.85533158442313","http://classic.ona.io/api/v1/files/2382694?filename=pbrtz/attachments/1474299289319.jpg","Morogoro","Morogoro","Mvuha","Mvuha","KEA"
"155","Kwa kawesa","handpump_borehole",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.185774102464428","37.85641843330565","http://classic.ona.io/api/v1/files/2382692?filename=pbrtz/attachments/1474344761807.jpg","Morogoro","Morogoro","Mvuha","Mvuha","KEA"
"156","Kwa kawesa","handpump_ringwell",NA,"Not_functional","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.185814800363229","37.85644965208694","http://classic.ona.io/api/v1/files/2382696?filename=pbrtz/attachments/1474345044879.jpg","Morogoro","Morogoro","Mvuha","Mvuha","Holand"
"157","Misufini","handpump_borehole",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.191341393596347","37.847439236877","http://classic.ona.io/api/v1/files/2382731?filename=pbrtz/attachments/1474346185653.jpg","Morogoro","Morogoro","Mvuha","Mvuha","Holand"
"158","Kanisani katoliki","communal_standpipe",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.18906557283102","37.85174483792603","http://classic.ona.io/api/v1/files/2382728?filename=pbrtz/attachments/1474346792282.jpg","Morogoro","Morogoro","Mvuha","Mvuha","Mission"
"159","Shule_Ya_Msingi_Mvuha_05023043031WP53","communal_standpipe",NA,"Not_functional","7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mvuha/Dalla_Water_Supply",NA,"-7.197675510512926","37.85444226933638","http://classic.ona.io/api/v1/files/2382726?filename=pbrtz/attachments/1474347557798.jpg","Morogoro","Morogoro","Mvuha","Mvuha","World bank"
"160","Sokoni","handpump_ringwell",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.197712805802972","37.85308784759123","http://classic.ona.io/api/v1/files/2382729?filename=pbrtz/attachments/1474348212060.jpg","Morogoro","Morogoro","Mvuha","Mvuha","KEA"
"161","Sokoni_05023043031WP54","communal_standpipe",NA,"Not_functional","10 7",NA,"Not_functional",NA,NA,NA,NA,NA,"Mvuha/Dalla_Water_Supply","Because the scheme started fromDala to Mvuha","-7.197233675147167","37.85312063405114","http://classic.ona.io/api/v1/files/2382733?filename=pbrtz/attachments/1474348610760.jpg","Morogoro","Morogoro","Mvuha","Mvuha","World bank"
"162","Kwa Rehema Jongo","handpump_borehole",NA,"Not_functional","6 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.19734318964318","37.8520660079772","http://classic.ona.io/api/v1/files/2382749?filename=pbrtz/attachments/1474349120084.jpg","Morogoro","Morogoro","Mvuha","Mvuha","Holand"
"163","Kwa mzee mtemang'ande","handpump_borehole",NA,"Not_functional","6 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.200442490831109","37.84373662815346","http://classic.ona.io/api/v1/files/2382748?filename=pbrtz/attachments/1474350577918.jpg","Morogoro","Morogoro","Mvuha","Mvuha","Holand"
"164","Kwa makoa","handpump_borehole",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.1089539931475345","37.87205387859693","http://classic.ona.io/api/v1/files/2382768?filename=pbrtz/attachments/1474357225027.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"165","Kwa Amina Sabuni","handpump_borehole",NA,"Not_functional","1 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.113242170889609","37.86485805514686","http://classic.ona.io/api/v1/files/2382776?filename=pbrtz/attachments/1474358274216.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"166","Kwa Joachim mponda","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.114366631447374","37.86364987054885","http://classic.ona.io/api/v1/files/2382770?filename=pbrtz/attachments/1474358716420.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village scheme"
"167","Shule ya msingi msonge","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.117152604531025","37.86110994107346","http://classic.ona.io/api/v1/files/2382774?filename=pbrtz/attachments/1474359158854.jpg","Morogoro","Morogoro","Mvuha","Msonge","VILLAGE scheme"
"168","Kwa Dilawa","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.11815744297796","37.85994045748189","http://classic.ona.io/api/v1/files/2382781?filename=pbrtz/attachments/1474359516659.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village scheme"
"169","Shuleni","handpump_borehole",NA,"Not_functional","6 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.118414405800532","37.860859705354876","http://classic.ona.io/api/v1/files/2382784?filename=pbrtz/attachments/1474360009377.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"170","Kwa Mkenza","handpump_borehole",NA,"Not_functional","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.1270424335588975","37.85326374220714","http://classic.ona.io/api/v1/files/2382786?filename=pbrtz/attachments/1474360880883.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"171","Kwa mzee ngoma","handpump_borehole",NA,"Not_functional","1 6 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.126776936747055","37.852887734226705","http://classic.ona.io/api/v1/files/2382787?filename=pbrtz/attachments/1474361149211.jpg","Morogoro","Morogoro","Mvuha","Msonge","Holand"
"172","Kwa ngoma","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.126295923764979","37.8525726485705","http://classic.ona.io/api/v1/files/2382795?filename=pbrtz/attachments/1474361443559.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
"173","Ofisi ya kijiji","communal_standpipe",NA,"Not_functional","4 9 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.127986824337152","37.8517094866354","http://classic.ona.io/api/v1/files/2382798?filename=pbrtz/attachments/1474362134371.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
"174","Kwa Nguya","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.129281291242629","37.85102132633855","http://classic.ona.io/api/v1/files/2382797?filename=pbrtz/attachments/1474362768607.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
"175","Kanisani","communal_standpipe",NA,"Functional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.133146837673768","37.849859709385804","http://classic.ona.io/api/v1/files/2382799?filename=pbrtz/attachments/1474363354619.jpg","Morogoro","Morogoro","Mvuha","Msonge","Village"
