region,lga,ward,village,wpt_name,wpt_code,note,select_wpt_name,new_wpt_name,scheme_merge,wpt_type,wpt_type_other,wpt_status,wpt_non_functional_reason,wpt_non_functional_reason_other,wpt_pbr_status,pbr_nonfunctional_functional,pbr_functional_nonfunctional,village_merge,wpt_pbr_scheme,scheme_name_change,long,lat,accuracy,wpt_osm,wpt_gps
Dodoma,Chemba,Paranga,Paranga,Godown Kwa Shaban Kombo,NA,,NA,Godown Kwa Shaban Kombo,LGA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,Paranga,NA,NA,35.86780319,-5.17667712,5,28b06c2eee7205f7ae2cb972087acf2d4e9f7e09.osm,-5.17667712 35.86780319 1183.0 5.0
Dodoma,Chemba,Paranga,Paranga,Msikitini,NA,,NA,Msikitini,LGA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,Paranga,NA,NA,35.86674496,-5.17671775,5,NA,-5.17671775 35.86674496 1178.0 5.0
Dodoma,Chemba,Paranga,Paranga,Tutani_Barabarani_01073109141WP15,01073109141WP15,,Tutani_Barabarani_01073109141WP15,NA,Tuta,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,never_functional,NA,Paranga,Tuta,NA,35.85510182,-5.16275498,5,NA,-5.16275498 35.85510182 1171.0 5.0
Dodoma,Chemba,Paranga,Paranga,Mrambo wa Joshini,NA,,NA,Mrambo wa Joshini,LGA,cattle_trough,NA,Not_functional,9,NA,NA,NA,NA,Paranga,NA,NA,35.85573847,-5.15932809,5,1a6ddb3c052ad13cba0b4ef5ddea21b56ede33cd.osm,-5.15932809 35.85573847 1161.0 5.0
Dodoma,Chemba,Paranga,Paranga,Mrambo wa Ng'ombe Joshini,NA,,NA,Mrambo wa Ng'ombe Joshini,LGA,cattle_trough,NA,Functional,NA,NA,NA,NA,NA,Paranga,NA,NA,35.85579412,-5.1590235,5,b181e400dda6ff8e01b95804d96edc40ce80aa0c.osm,-5.1590235 35.85579412 1164.0 5.0
Dodoma,Chemba,Paranga,Paranga,Mashine ya maji,NA,,NA,Mashine ya maji,LGA,communal_standpipe,NA,Not_functional,4 9 10,NA,NA,NA,NA,Paranga,NA,NA,35.85715862,-5.15973227,5,71e1d6f07b15119473eeb053fe99b21c60e5d74d.osm,-5.15973227 35.85715862 1166.0 5.0
Dodoma,Kondoa,Kolo,Choka,Center,NA,,NA,Center,WB,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,Choka,NA,NA,35.83562832,-4.77258592,5,b3b9c6bdb7ab7e64a664883f704ba12584c09e42.osm,-4.77258592 35.83562832 1546.0 5.0
Dodoma,Kondoa,Kolo,Choka,Lusangi,NA,,NA,Lusangi,WB,communal_standpipe,NA,Not_functional,7,NA,NA,NA,NA,Choka,NA,NA,35.83320332,-4.78720114,5,30612c32ba53cdff231c2be3acf49b79536ba8d2.osm,-4.78720114 35.83320332 1578.0 5.0
Dodoma,Kondoa,Kolo,Choka,Kanisani_01013014241WP15,01013014241WP15,,Kanisani_01013014241WP15,NA,Choka,communal_standpipe,NA,Not_functional,9 7,NA,Functional,more_3_months,NA,Choka,Choka,NA,35.83354891,-4.77971332,5,9fd9dc90f617320d46f36632a74316952f70273c.osm,-4.77971332 35.83354891 1559.0 5.0
Dodoma,Kondoa,Kolo,Choka,Shuleni,NA,,NA,Shuleni,Choka WB,communal_standpipe,NA,Not_functional,9,NA,NA,NA,NA,Choka,NA,NA,35.82992595,-4.77970974,5,41590d2521a80529fcd2ee20c92db4d440800893.osm,-4.77970974 35.82992595 1586.0 5.0
Dodoma,Kondoa,Kolo,Choka,Korokoso_01013014241WP13,01013014241WP13,,Korokoso_01013014241WP13,NA,Choka,communal_standpipe,NA,Not_functional,9 7,NA,Functional,more_3_months,NA,Choka,Choka,NA,35.83868278,-4.76691244,5,4091b5743bbc9a3fb431e8d9dfbd7864fc842448.osm,-4.76691244 35.83868278 1546.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Mzee Nkwasa,NA,,NA,Kwa Mzee Nkwasa,CRIDEP,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.87791884,-4.67071927,5,3a7fa4bc2d6556c4a2e64548e4e8d7c0c4ddd297.osm,-4.67071927 35.87791884 1247.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Ally Modu,NA,,NA,Kwa Ally Modu,CRIDEP,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Mnenia,NA,NA,35.87731028,-4.67293403,5,25097a201b3cb44c6699639b4dffade051574bd1.osm,-4.67293403 35.87731028 1214.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Dominic,NA,,NA,Kwa Dominic,CRIDEP,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Mnenia,NA,NA,35.87556003,-4.67480041,5,88619bdaa3cdd976d6572543f09ed6f1a94470bb.osm,-4.67480041 35.87556003 1219.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Dirima,NA,,NA,Kwa Dirima,TASAF,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Mnenia,NA,NA,35.87583347,-4.67601184,4,9c31de36b02338d0215f30594e0fee0331e88b39.osm,-4.67601184 35.87583347 1221.0 4.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Hussein Mchana,NA,,NA,Kwa Hussein Mchana,CRIDEP,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Mnenia,NA,NA,35.87748286,-4.67741965,5,2e7c97b434f10a8e90fc368eff9ba57625408346.osm,-4.67741965 35.87748286 1220.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Uwanjani kwa mzee Dara,NA,,NA,Uwanjani kwa mzee Dara,NA,cattle_trough,NA,Not_functional,9 7,NA,NA,NA,NA,Mnenia,NA,NA,35.87394533,-4.67937324,5,c84f4cabfa497aa66dc0c78a3f3504c993d5645d.osm,-4.67937324 35.87394533 1223.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Mlambo wa Mbuzi uwanjani,NA,,NA,Mlambo wa Mbuzi uwanjani,NA,cattle_trough,NA,Not_functional,4 9,NA,NA,NA,NA,Mnenia,NA,NA,35.87387406,-4.67905508,5,b1eae07f8db186a431e7df1433963c9cd3f0aa8c.osm,-4.67905508 35.87387406 1219.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Mzee Dara,NA,,NA,Kwa Mzee Dara,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.8738795,-4.67876654,5,010f72cd743f7a9e8df7bc2311a4825cc931d587.osm,-4.67876654 35.8738795 1223.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Haruna Msikitini,NA,,NA,Kwa Haruna Msikitini,TASAF,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.87466833,-4.67449501,4,60b9946bd92f9c17306cdcc3b420ad31825bb8eb.osm,-4.67449501 35.87466833 1217.0 4.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Juta,NA,,NA,Kwa Juta,NA,handpump_ringwell,NA,Not_functional,6,NA,NA,NA,NA,Mnenia,NA,NA,35.87267124,-4.6761728,5,8043cc52b5566d2b09893cfe49105b41904c1bd2.osm,-4.6761728 35.87267124 1220.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Omary Rashid,NA,,NA,Kwa Omary Rashid,CRIDEP,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.87127627,-4.67497706,5,253f8089f93eeb61d99d2a9e68bf8e6a22eb2911.osm,-4.67497706 35.87127627 1241.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Nwanga Takayo,NA,,NA,Kwa Nwanga Takayo,CRIDEP,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.86913567,-4.67795565,5,a9d252597716608974ae7981a0fae96598ac5ac9.osm,-4.67795565 35.86913567 1241.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Mzee Abuu,NA,,NA,Kwa Mzee Abuu,CRIDEP,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,Mnenia,NA,NA,35.86777126,-4.68071055,5,NA,-4.68071055 35.86777126 1236.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Saidi Babu,NA,,NA,Kwa Saidi Babu,CRIDEP,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.86809609,-4.68310273,5,388c1de1083cc9a380388bd60b04f59924c9e8ae.osm,-4.68310273 35.86809609 1237.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Msikitini kwa Mzee Banka,NA,,NA,Msikitini kwa Mzee Banka,TASAF,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.8673837,-4.68310513,5,3f6e8cd3775f95207e315c89fddee52e2195a92c.osm,-4.68310513 35.8673837 1237.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Chobu,NA,,NA,Kwa Chobu,NA,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,Mnenia,NA,NA,35.86628025,-4.68514779,5,427623e40271499d8210c278687fa5fe706c509c.osm,-4.68514779 35.86628025 1234.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Khalifa Kinango,NA,,NA,Kwa Khalifa Kinango,CRIDEP,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.86971843,-4.69284012,5,0230c9a5adc24373593e7d484fbf3497605f6b07.osm,-4.69284012 35.86971843 1240.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Msikitini kwa Mohamed Lemo,NA,,NA,Msikitini kwa Mohamed Lemo,CRIDEP,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.86842771,-4.69257972,5,f982365d592f4f1401aaff92fe0fae250ef35da7.osm,-4.69257972 35.86842771 1248.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa_Misanya_01013014271WP12,01013014271WP12,,Kwa_Misanya_01013014271WP12,NA,Mnen,communal_standpipe,NA,Not_functional,10,NA,Functional_needs_repair,NA,NA,Mnenia,Mnen,NA,35.87228755,-4.69439211,5,8aab6ba1b66db42f75251b95be98403fd389ddbe.osm,-4.69439211 35.87228755 1237.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Msikitini Kwa Saidi Mohamed Gwandi,NA,,NA,Msikitini Kwa Saidi Mohamed Gwandi,CRIDEP,communal_standpipe,NA,Not_functional,10,NA,NA,NA,NA,Mnenia,NA,NA,35.87464196,-4.69510857,5,NA,-4.69510857 35.87464196 1231.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Shule ya Msingi Msufini,NA,,NA,Shule ya Msingi Msufini,NA,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.8722259,-4.6966701,5,b2bd428d2ec3fb90f9e40038d22aa4ec7bb77f43.osm,-4.6966701 35.8722259 1247.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Mboryo_01013014271WP14,01013014271WP14,,Mboryo_01013014271WP14,NA,Mnen,communal_standpipe,NA,Not_functional,9 10,NA,Functional,more_3_months,NA,Mnenia,Mnen,NA,35.87042329,-4.69598782,5,a0a0fe9fca5daa82349c77c90c9822ae471b1cf9.osm,-4.69598782 35.87042329 1249.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Kwa Idd Kindo,NA,,NA,Kwa Idd Kindo,Wananchi,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.87056758,-4.69770427,5,f35ea1296b3c0eda3ed268fb33013f071c3bcbe2.osm,-4.69770427 35.87056758 1264.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Zahanati,NA,,NA,Zahanati,Wananchi,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Mnenia,NA,NA,35.86960976,-4.69854455,5,1dd703799d841726c81d664c20819be6bce9412c.osm,-4.69854455 35.86960976 1264.0 5.0
Dodoma,Kondoa,Mnenia,Mnenia,Mskitini kwa Idd Afande,NA,,NA,Mskitini kwa Idd Afande,Wananchi,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.86928733,-4.69733564,3,266f9a7fc7d95c020b4db10d9075b9fe33f6837c.osm,-4.69733564 35.86928733 1260.0 3.0
Dodoma,Kondoa,Mnenia,Mnenia,Ofisi ya Kijiji,NA,,NA,Ofisi ya Kijiji,CRIDEP,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mnenia,NA,NA,35.86872145,-4.69464774,5,NA,-4.69464774 35.86872145 1240.0 5.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Msepwa_01013014011WP12,01013014011WP12,,Kwa_Msepwa_01013014011WP12,NA,Kredep,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional_needs_repair,NA,NA,Bumbuta,Bumb,Misreporting,35.95343683,-4.65383863,5,NA,-4.65383863 35.95343683 1189.0 5.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Shule_Ya_Msingi_Bumbuta_01013014011WP11,01013014011WP11,,Shule_Ya_Msingi_Bumbuta_01013014011WP11,NA,Kredep,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,more_3_months,NA,Bumbuta,Bumb,Misreporting,35.95087425,-4.64760991,5,NA,-4.64760991 35.95087425 1175.0 5.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Bumbuta_Kati_01013014011WP10,01013014011WP10,,Bumbuta_Kati_01013014011WP10,NA,Kredep,communal_standpipe,NA,Not_functional,2 10,NA,Functional,more_3_months,NA,Bumbuta,Bumb,Misreporting,35.94930951,-4.6464017,5,NA,-4.6464017 35.94930951 1173.0 5.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Pump House_ Sinjo,NA,,NA,Pump House_ Sinjo,Kredep,cattle_trough,NA,Not_functional,2 9,NA,NA,NA,NA,Bumbuta,NA,NA,35.94356735,-4.64333851,3,NA,-4.64333851 35.94356735 1167.0 3.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Iluja_01013014011WP09,01013014011WP09,,Kwa_Iluja_01013014011WP09,NA,Kredep,communal_standpipe,NA,Not_functional,2 9 10,NA,Functional,more_3_months,NA,Bumbuta,Bumb,Misreporting,35.95177079,-4.64060684,5,NA,-4.64060684 35.95177079 1173.0 5.0
Dodoma,Kondoa,Bumbuta,Bumbuta,Kwa_Suru_01013014011WP08,01013014011WP08,,Kwa_Suru_01013014011WP08,NA,Kredep,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,Bumbuta,Bumb,Misreporting,35.95329087,-4.62539544,5,NA,-4.62539544 35.95329087 1183.0 5.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Kituo  cha kati,NA,,NA,Kituo  cha kati,Operation Vijiji,communal_standpipe,NA,Not_functional,3 9 10,NA,NA,NA,NA,Mkundulu,NA,NA,35.94695431,-4.6130681,4,NA,-4.6130681 35.94695431 1157.0 4.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Mgongo tembo,NA,,NA,Mgongo tembo,Operation Vijiji,communal_standpipe,NA,Not_functional,3 9 10 7,NA,NA,NA,NA,Mkundulu,NA,NA,35.94651976,-4.61164342,4,NA,-4.61164342 35.94651976 1141.0 4.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Uwanjani,NA,,NA,Uwanjani,Operation vijijini,cattle_trough,NA,Not_functional,8 9 7,NA,NA,NA,NA,Mkundulu,NA,NA,35.94656846,-4.61382353,5,2e267cf6a9f522b61afeac1261475e5277271b62.osm,-4.61382353 35.94656846 1162.0 5.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Uwanjani B,NA,,NA,Uwanjani B,NA,cattle_trough,NA,Not_functional,2 8 9 7,NA,NA,NA,NA,Mkundulu,NA,NA,35.94637887,-4.61396704,3,6ef4891ef1c8227cd2ace7638b46c26e6ebfc9c1.osm,-4.61396704 35.94637887 1159.0 3.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Mbugani,NA,,NA,Mbugani,Opetration Vijijini,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mkundulu,NA,NA,35.94607295,-4.61408899,5,d0577f198e2bd35b3533229a38313cb656f6c38f.osm,-4.61408899 35.94607295 1158.0 5.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Msikitini,NA,,NA,Msikitini,Operation Vijijini,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Mkundulu,NA,NA,35.94856969,-4.61317601,5,0d7b026186f622bd3089903847bdac301899e96f.osm,-4.61317601 35.94856969 1160.0 5.0
Dodoma,Kondoa,Bumbuta,Mkundulu,Msikitini B,NA,,NA,Msikitini B,Operation vijijini,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Mkundulu,NA,NA,35.94852561,-4.61316711,5,6ceada2f7b38adc02952fb7bd95aab907a196d50.osm,-4.61316711 35.94852561 1162.0 5.0
Dodoma,Kondoa,Kolo,Kolo,Shule_Ya_Msingi_-Kolowasi_01013014241WP01,01013014241WP01,,Shule_Ya_Msingi_-Kolowasi_01013014241WP01,NA,Kolo,communal_standpipe,NA,Not_functional,4 9 10,NA,Functional,never_functional,NA,Kolo,Kolo,NA,35.82695,-4.73492,,NA,NA
Dodoma,Kondoa,Kolo,Kolo,Dirawa_01013014241WP02,01013014241WP02,,Dirawa_01013014241WP02,NA,Kolo,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Kolo,Kolo,NA,35.83006579,-4.739710686,4,NA,-4.739710686395727 35.830065785494185 1493.8795217382392 4.0
Dodoma,Kondoa,Kolo,Kolo,Mnadani_01013014241WP04,01013014241WP04,,Mnadani_01013014241WP04,NA,Kolo,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Kolo,Kolo,NA,35.8325,-4.73467,,NA,NA
Dodoma,Kondoa,Kolo,Kolo,Msikitini_01013014241WP03,01013014241WP03,,Msikitini_01013014241WP03,NA,Kolo,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Kolo,Kolo,NA,35.83081212,-4.736275582,4,NA,-4.736275581893488 35.830812124881554 1493.2391706099393 4.0
Dodoma,Kondoa,Kolo,Kolo,Kwamtemi_01013014241WP11,01013014241WP11,,Kwamtemi_01013014241WP11,NA,Kolo,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,Kolo,Kolo,NA,35.82873,-4.72967,,NA,NA
Dodoma,Kondoa,Mnenia,Bambare,Shule_Ya_Msingi__Bambare_01013014271WP29,01013014271WP29,,Shule_Ya_Msingi__Bambare_01013014271WP29,NA,Bamb,communal_standpipe,NA,Not_functional,4 9 10,NA,Not_functional,NA,NA,Bambare,Bamb,NA,35.8997,-4.63445,,NA,NA
Dodoma,Kondoa,Mnenia,Bambare,Gayu_01013014271WP36,01013014271WP36,,Gayu_01013014271WP36,NA,Kredep,communal_standpipe,NA,Not_functional,2,NA,Functional,less_month,NA,Bambare,Kiwa,Misreporting,35.88068702,-4.609546436,4,NA,-4.609546436424662 35.88068702208739 1149.0311960179995 4.0
Dodoma,Kondoa,Mnenia,Bambare,Sengeri_01013014271WP35,01013014271WP35,,Sengeri_01013014271WP35,NA,Kredep,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bambare,Bamb,Misreporting,35.88858048,-4.632940681,4,NA,-4.632940681044576 35.88858047595082 1166.9177980445888 4.0
Dodoma,Kondoa,Mnenia,Bambare,K_Mbuni_01013014271WP31,01013014271WP31,,K_Mbuni_01013014271WP31,NA,Kredep,communal_standpipe,NA,Not_functional,2,NA,Functional_needs_repair,NA,NA,Bambare,Kiwa,Misreporting,35.90745,-4.60074,,NA,NA
Dodoma,Kondoa,Mnenia,Bambare,Nyenje_01013014271WP30,01013014271WP30,,Nyenje_01013014271WP30,NA,Kredep,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bambare,Bamb,Misreported,35.90262,-4.62952,,NA,NA
Dodoma,Kondoa,Mnenia,Bambare,Kibandani_-Kati_01013014271WP32,01013014271WP32,,Kibandani_-Kati_01013014271WP32,NA,Kredep,communal_standpipe,NA,Functional,NA,NA,Functional,NA,NA,Bambare,Kisi,Misreporting,35.90018,-4.63206,,NA,NA
Dodoma,Kondoa,Mnenia,Bambare,Tankini_Kibandani,NA,,NA,Tankini_Kibandani,Kredep,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Bambare,NA,NA,35.8958969,-4.636887222,4,NA,-4.6368872224716835 35.895896900299306 1170.4281414788993 4.0
Dodoma,Kondoa,Soera,Humai,Humai_Kati_01013014281WP17,01013014281WP17,,Humai_Kati_01013014281WP17,NA,Operation Vijiji,communal_standpipe,NA,Not_functional,9 10 7,NA,Functional,never_functional,NA,Humai,Huma,Mistakes,35.77835659,-4.66841303,5,07f36a59f18e876526d8205116e33bd73270adc9.osm,-4.66841303 35.77835659 1531.0 5.0
Dodoma,Kondoa,Soera,Humai,Shamba la khamis Kandiki,NA,,NA,Shamba la khamis Kandiki,Operation vijijini,communal_standpipe,NA,Not_functional,2 4 9 10,NA,NA,NA,NA,Humai,NA,NA,35.78604711,-4.65400258,5,c3bc1a73ccb7cd537de68f7ba530d76301d1dc5b.osm,-4.65400258 35.78604711 1521.0 5.0
Dodoma,Kondoa,Soera,Humai,Kwa Mohamed Kwanja,NA,,NA,Kwa Mohamed Kwanja,Operation vijijini,communal_standpipe,NA,Not_functional,9 10,NA,NA,NA,NA,Humai,NA,NA,35.78400282,-4.64938846,4,795fa8868ae84c7243b873bdcbe836ef1faa6cef.osm,-4.64938846 35.78400282 1572.0 4.0
Dodoma,Kondoa,Soera,Humai,Kwa mzee Furuaa,NA,,NA,Kwa mzee Furuaa,Operation vijiji,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Humai,NA,NA,35.79499402,-4.67305203,5,c7f574bca7b1dce811bbf4dc36d7b9ddbba4ec90.osm,-4.67305203 35.79499402 1666.0 5.0
Dodoma,Kondoa,Soera,Humai,Idara ya Maji,NA,,NA,Idara ya Maji,Operation vijijini,communal_standpipe,NA,Not_functional,9 10 7,NA,NA,NA,NA,Humai,NA,NA,35.80346792,-4.67307851,4,f370d0769e47a06b8e20976673b5f065e2b7f160.osm,-4.67307851 35.80346792 1599.0 4.0
Pwani,Kibaha,Gwata,Gumba,Dunguya_06023011032WP05,06023011032WP05,,Dunguya_06023011032WP05,NA,Wami_Chalinze,kiosk,NA,Functional,NA,NA,Functional,NA,NA,Gumba,Wami_Chalinze,NA,38.35147611,-6.764320639,4,3c0dbfd63fdb0fd7f7bb5de7cbc5519b43f624b8.osm,-6.764320638500163 38.35147611046228 176.8390652778148 4.0
Pwani,Kibaha,Gwata,Gumba,Kwa mzee nambali,NA,,NA,Kwa mzee nambali,Wami Chalinze,kiosk,NA,Functional,NA,NA,NA,NA,NA,Gumba,NA,NA,38.35484399,-6.767123574,4,6dad4826242ce29779d0fe12ce6cc09c262b5d91.osm,-6.767123574088549 38.35484398866575 168.8428026667255 4.0
Pwani,Kibaha,Gwata,Gumba,Kwa ramadhani salehe,NA,,NA,Kwa ramadhani salehe,Wami chalinze,kiosk,NA,Functional,NA,NA,NA,NA,NA,Gumba,NA,NA,38.35512795,-6.769062517,4,53a309393bd163e2ab85606213d14c36447731c6.osm,-6.769062517018812 38.355127946493454 162.43357708534765 4.0
Pwani,Kibaha,Gwata,Gumba,Jacob_Goha_06023011032WP04,06023011032WP04,,Jacob_Goha_06023011032WP04,NA,Wami_Chalinze,kiosk,NA,Functional,NA,NA,Functional,NA,NA,Gumba,Wami_Chalinze,NA,38.35572618,-6.764556102,4,f253e704194baee328ed99040d1de6624eb555bd.osm,-6.764556101846233 38.355726183413154 177.93332628500207 4.0
Pwani,Kibaha,Gwata,Gumba,Kwa_Rajabu_Uone_06023011032WP06,06023011032WP06,,Kwa_Rajabu_Uone_06023011032WP06,NA,Wami_Chalinze,kiosk,NA,Functional,NA,NA,Functional,NA,NA,Gumba,Wami_Chalinze,NA,38.35985423,-6.76055616,4,56d6bf8ffa914649396d7689a8ac1fa1d206e58c.osm,-6.760556160064294 38.35985423026513 172.09115540775306 4.0
Pwani,Kibaha,Gwata,Ndwati,Kwa deo,NA,,NA,Kwa deo,Wami chalinze,communal_standpipe,NA,Functional,NA,NA,NA,NA,NA,Ndwati,NA,NA,38.37631074,-6.769186356,4,3ea481ebfa1ee49bdbb54d958414c813516ce0f5.osm,-6.769186355801097 38.37631074361673 166.4874893152588 4.0
Pwani,Kibaha,Gwata,Mirarazi,Matambo/ tausi,NA,,NA,Matambo/ tausi,Wami Chalinze,kiosk,NA,Not_functional,7,NA,NA,NA,NA,Mirarazi,NA,NA,38.36051375,-6.757035583,4,9f853f83ec2cf43d802c1e207d2dd3b354813a28.osm,-6.757035582531505 38.36051375055521 167.58425885582093 4.0
Pwani,Kibaha,Gwata,Mirarazi,Kwa shabani,NA,,NA,Kwa shabani,Wami chalinze,kiosk,NA,Functional,NA,NA,NA,NA,NA,Mirarazi,NA,NA,38.36156565,-6.739741831,4,57fb6bb1f2863511e156c75c3d7d50a18df19069.osm,-6.73974183107105 38.36156565108233 169.75762897318057 4.0
Pwani,Kibaha,Gwata,Gwata,Musa_Gamba_06023011032WP09,06023011032WP09,,Musa_Gamba_06023011032WP09,NA,Wami_Chalinze,kiosk,NA,Not_functional,7,NA,Functional,less_month,NA,Gwata,Wami_Chalinze,NA,38.36864055,-6.720345342,4,7c740c7113b696d9ab5b5c324c93c0995e2f143f.osm,-6.720345342319348 38.36864054532711 137.83224660154792 4.0
Pwani,Kibaha,Gwata,Gwata,Amani_Chongww_06023011032WP10,06023011032WP10,,Amani_Chongww_06023011032WP10,NA,Wami_Chalinze,kiosk,NA,Not_functional,7,NA,Functional,less_week,NA,Gwata,Wami_Chalinze,NA,38.36819254,-6.717484913,4,57cac979c940b57dc15d168fd32c1a1c202cc548.osm,-6.717484913157375 38.36819254431131 142.10871472538182 4.0
Pwani,Kibaha,Gwata,Gwata,Kwa mama ana/aisha kibwan rashidi,NA,,NA,Kwa mama ana/aisha kibwan rashidi,Wami chalinze,kiosk,NA,Not_functional,7,NA,NA,NA,NA,Gwata,NA,NA,38.37019341,-6.715147519,4,aff76d031fe6b796219b27832f12fe4710494f77.osm,-6.715147519243818 38.37019341416221 143.9370018553022 4.0
Pwani,Kibaha,Gwata,Gwata,Kwa frank / Mlamsanga,NA,,NA,Kwa frank / Mlamsanga,Wami chalinze,kiosk,NA,Not_functional,7,NA,NA,NA,NA,Gwata,NA,NA,38.36906126,-6.711930948,4,d48ae273fa373010727de8be516b3407d7bf1f3d.osm,-6.711930947764323 38.36906126211997 122.71138905477012 4.0
Pwani,Kibaha,Gwata,Gwata,Kwa maneva,NA,,NA,Kwa maneva,Wami chalinze,kiosk,NA,Not_functional,7,NA,NA,NA,NA,Gwata,NA,NA,38.37133187,-6.712279376,4,a7d0acba0a6b8f8fdb641799b318657db95ae6c3.osm,-6.7122793764440525 38.371331869386424 138.17628694851663 4.0
Pwani,Kibaha,Gwata,Gwata,Hosea_Kanda_06023011032WP14,06023011032WP14,,Hosea_Kanda_06023011032WP14,NA,Wami_Chalinze,kiosk,NA,Not_functional,7,NA,Functional,less_month,NA,Gwata,Wami_Chalinze,NA,38.37217915,-6.710382718,4,709154e28177b6b1ee3e4a922df2a2bb7ff7849b.osm,-6.710382717874073 38.37217915402633 114.75106712080898 4.0
